,LotShape,LotConfig,BldgType,ExterQual,Foundation,BsmtQual,BsmtFinType1,HeatingQC,KitchenQual,FireplaceQu,GarageType,GarageFinish
276,7.0,2.0,2.0,4.0,6.0,5.0,1.0,5.0,4.0,0.0,6.0,3.0
277,9.0,4.0,2.0,3.0,5.0,3.0,2.0,5.0,3.0,0.0,2.0,1.0
278,9.0,2.0,2.0,5.0,6.0,5.0,1.0,5.0,5.0,5.0,6.0,3.0
279,9.0,2.0,2.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,6.0,3.0
280,9.0,2.0,2.0,4.0,5.0,4.0,6.0,4.0,4.0,3.0,6.0,3.0
281,9.0,2.0,2.0,4.0,6.0,4.0,6.0,4.0,4.0,0.0,6.0,3.0
282,9.0,2.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,2.0
283,9.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,4.0,6.0,3.0
284,9.0,2.0,7.0,4.0,6.0,4.0,6.0,4.0,4.0,0.0,6.0,2.0
285,7.0,2.0,7.0,4.0,6.0,4.0,1.0,5.0,4.0,0.0,2.0,2.0
286,7.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,6.0,2.0
287,7.0,4.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0
288,7.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,0.0,2.0,1.0
289,9.0,2.0,2.0,3.0,4.0,3.0,1.0,5.0,3.0,0.0,2.0,1.0
290,9.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,4.0,6.0,2.0
291,9.0,2.0,4.0,3.0,6.0,3.0,3.0,5.0,2.0,0.0,0.0,0.0
292,9.0,2.0,2.0,3.0,5.0,3.0,2.0,4.0,3.0,4.0,6.0,1.0
293,7.0,4.0,2.0,3.0,5.0,3.0,5.0,2.0,4.0,3.0,6.0,3.0
294,9.0,2.0,2.0,3.0,5.0,3.0,6.0,3.0,3.0,4.0,6.0,3.0
295,7.0,5.0,2.0,3.0,5.0,3.0,6.0,3.0,3.0,0.0,2.0,1.0
296,9.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,0.0,6.0,1.0
297,7.0,2.0,2.0,4.0,6.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0
298,9.0,2.0,2.0,4.0,5.0,3.0,5.0,4.0,3.0,4.0,6.0,1.0
299,9.0,2.0,2.0,3.0,5.0,3.0,1.0,5.0,4.0,4.0,6.0,1.0
300,9.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,6.0,1.0
301,2.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,4.0,3.0
302,7.0,4.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,3.0,6.0,2.0
303,9.0,4.0,2.0,3.0,6.0,3.0,5.0,3.0,3.0,0.0,6.0,1.0
304,9.0,2.0,2.0,3.0,4.0,3.0,1.0,5.0,4.0,5.0,6.0,1.0
305,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,3.0
306,9.0,2.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,6.0,2.0
307,7.0,2.0,2.0,3.0,5.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0
308,7.0,2.0,2.0,3.0,5.0,3.0,4.0,5.0,3.0,0.0,2.0,1.0
309,7.0,2.0,2.0,4.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,3.0
310,7.0,2.0,2.0,3.0,6.0,4.0,5.0,4.0,4.0,3.0,6.0,3.0
311,9.0,2.0,2.0,3.0,5.0,3.0,5.0,5.0,3.0,4.0,2.0,1.0
312,9.0,2.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0
313,2.0,2.0,2.0,3.0,5.0,4.0,5.0,3.0,3.0,4.0,6.0,2.0
314,9.0,2.0,2.0,3.0,4.0,3.0,2.0,5.0,5.0,4.0,2.0,1.0
315,7.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,3.0
316,7.0,4.0,2.0,4.0,5.0,4.0,6.0,3.0,5.0,3.0,6.0,2.0
317,9.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,4.0,6.0,2.0
318,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,2.0
319,9.0,2.0,2.0,3.0,5.0,4.0,6.0,3.0,3.0,3.0,6.0,1.0
320,9.0,4.0,2.0,3.0,6.0,5.0,1.0,5.0,4.0,0.0,6.0,2.0
321,7.0,2.0,2.0,4.0,6.0,5.0,6.0,5.0,4.0,4.0,4.0,3.0
322,7.0,2.0,2.0,4.0,5.0,3.0,2.0,5.0,4.0,3.0,6.0,3.0
323,9.0,2.0,2.0,3.0,5.0,3.0,5.0,5.0,3.0,0.0,6.0,1.0
324,9.0,4.0,2.0,4.0,5.0,4.0,1.0,5.0,4.0,4.0,4.0,3.0
325,9.0,2.0,2.0,3.0,5.0,3.0,4.0,1.0,3.0,0.0,2.0,1.0
326,7.0,5.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,3.0
327,9.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,0.0,6.0,2.0
328,7.0,2.0,2.0,3.0,4.0,3.0,1.0,4.0,4.0,0.0,2.0,1.0
329,9.0,4.0,2.0,3.0,6.0,3.0,1.0,3.0,3.0,0.0,2.0,1.0
330,7.0,2.0,5.0,3.0,5.0,3.0,6.0,3.0,3.0,0.0,2.0,1.0
331,9.0,2.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,0.0,6.0,2.0
332,7.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,2.0
333,9.0,9.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,2.0
334,7.0,2.0,2.0,3.0,6.0,4.0,6.0,4.0,3.0,3.0,6.0,3.0
335,7.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,3.0,4.0,6.0,3.0
336,7.0,4.0,2.0,4.0,6.0,5.0,6.0,5.0,4.0,4.0,6.0,3.0
337,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,2.0
338,9.0,4.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,0.0,6.0,2.0
339,7.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,0.0,6.0,1.0
340,9.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,0.0,6.0,3.0
341,9.0,2.0,2.0,2.0,5.0,3.0,1.0,4.0,3.0,0.0,3.0,1.0
342,9.0,2.0,5.0,3.0,2.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0
343,7.0,2.0,7.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,2.0
344,9.0,2.0,7.0,3.0,5.0,4.0,3.0,3.0,3.0,0.0,6.0,1.0
345,9.0,2.0,2.0,3.0,4.0,3.0,1.0,4.0,2.0,4.0,2.0,1.0
346,7.0,5.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,0.0,6.0,2.0
347,7.0,2.0,2.0,3.0,5.0,3.0,4.0,5.0,3.0,4.0,6.0,1.0
348,9.0,2.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,4.0,2.0
349,5.0,2.0,2.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,3.0
350,7.0,2.0,7.0,5.0,6.0,5.0,1.0,5.0,5.0,4.0,6.0,2.0
351,7.0,2.0,2.0,3.0,6.0,4.0,6.0,4.0,4.0,3.0,6.0,2.0
352,9.0,2.0,2.0,3.0,5.0,3.0,2.0,3.0,3.0,0.0,2.0,1.0
353,9.0,2.0,2.0,3.0,4.0,3.0,1.0,4.0,3.0,0.0,2.0,1.0
354,9.0,2.0,2.0,3.0,5.0,3.0,2.0,5.0,3.0,4.0,6.0,1.0
355,5.0,2.0,2.0,4.0,6.0,4.0,5.0,5.0,4.0,0.0,6.0,2.0
356,7.0,2.0,2.0,3.0,6.0,4.0,6.0,4.0,4.0,0.0,6.0,2.0
357,9.0,2.0,7.0,3.0,6.0,4.0,5.0,3.0,3.0,1.0,6.0,3.0
358,7.0,2.0,2.0,3.0,5.0,3.0,4.0,5.0,4.0,0.0,4.0,1.0
359,7.0,5.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,2.0
360,7.0,5.0,2.0,3.0,5.0,4.0,6.0,5.0,3.0,3.0,6.0,2.0
361,9.0,2.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,0.0,2.0,1.0
362,9.0,4.0,2.0,4.0,2.0,0.0,0.0,5.0,4.0,5.0,4.0,2.0
363,9.0,2.0,7.0,3.0,5.0,3.0,5.0,4.0,4.0,0.0,2.0,1.0
364,7.0,7.0,2.0,3.0,6.0,4.0,6.0,3.0,3.0,3.0,6.0,3.0
365,9.0,2.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,0.0,2.0,1.0
366,7.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,6.0,2.0
367,7.0,4.0,2.0,3.0,5.0,4.0,6.0,4.0,3.0,4.0,5.0,2.0
368,9.0,2.0,2.0,3.0,6.0,3.0,2.0,4.0,3.0,4.0,6.0,3.0
369,7.0,4.0,2.0,3.0,5.0,3.0,5.0,5.0,4.0,4.0,2.0,3.0
370,7.0,2.0,2.0,3.0,6.0,4.0,1.0,5.0,3.0,3.0,6.0,2.0
371,9.0,2.0,2.0,3.0,5.0,0.0,0.0,3.0,3.0,4.0,2.0,3.0
372,9.0,2.0,7.0,3.0,5.0,4.0,5.0,3.0,3.0,0.0,6.0,1.0
373,9.0,2.0,2.0,3.0,6.0,3.0,4.0,3.0,3.0,0.0,6.0,1.0
374,9.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,4.0,4.0,3.0
375,7.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0
376,7.0,5.0,2.0,4.0,6.0,4.0,6.0,5.0,3.0,0.0,2.0,1.0
377,7.0,4.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,4.0,6.0,2.0
378,9.0,4.0,2.0,4.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,3.0
379,7.0,2.0,2.0,3.0,6.0,4.0,1.0,5.0,3.0,3.0,6.0,3.0
380,9.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,1.0
381,9.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,4.0,6.0,2.0
382,7.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,0.0,6.0,2.0
383,9.0,4.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,0.0,2.0,1.0
384,5.0,4.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,2.0,6.0,3.0
385,9.0,2.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,3.0
386,9.0,7.0,2.0,3.0,6.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0
387,9.0,2.0,2.0,3.0,5.0,3.0,5.0,5.0,3.0,2.0,2.0,1.0
388,7.0,5.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,0.0,6.0,2.0
389,9.0,2.0,2.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,4.0,3.0
390,9.0,2.0,2.0,3.0,4.0,3.0,3.0,5.0,3.0,0.0,2.0,1.0
391,7.0,5.0,2.0,3.0,6.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0
392,7.0,2.0,2.0,3.0,2.0,0.0,0.0,3.0,3.0,0.0,6.0,2.0
393,9.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0
394,9.0,2.0,2.0,3.0,5.0,3.0,1.0,4.0,3.0,0.0,2.0,1.0
395,9.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,0.0,6.0,1.0
396,9.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0
397,9.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,6.0,2.0
398,9.0,4.0,2.0,3.0,4.0,2.0,1.0,4.0,3.0,0.0,2.0,1.0
399,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,3.0
400,5.0,2.0,7.0,4.0,6.0,4.0,6.0,5.0,5.0,4.0,6.0,3.0
401,7.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,3.0
402,9.0,2.0,2.0,3.0,6.0,3.0,1.0,5.0,3.0,0.0,2.0,1.0
403,9.0,4.0,2.0,4.0,6.0,4.0,1.0,4.0,4.0,3.0,4.0,3.0
404,7.0,2.0,2.0,3.0,6.0,4.0,1.0,4.0,3.0,3.0,4.0,3.0
405,7.0,4.0,2.0,3.0,5.0,3.0,4.0,5.0,3.0,3.0,6.0,1.0
406,9.0,2.0,2.0,3.0,4.0,3.0,1.0,5.0,3.0,0.0,2.0,1.0
407,9.0,2.0,2.0,3.0,4.0,4.0,1.0,5.0,3.0,0.0,6.0,1.0
408,9.0,4.0,2.0,4.0,6.0,5.0,1.0,5.0,4.0,4.0,6.0,2.0
409,9.0,2.0,2.0,4.0,6.0,5.0,6.0,5.0,5.0,4.0,6.0,3.0
410,9.0,2.0,2.0,3.0,5.0,3.0,1.0,3.0,3.0,0.0,6.0,1.0
411,9.0,2.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,0.0,6.0,3.0
412,5.0,2.0,2.0,5.0,6.0,5.0,6.0,5.0,4.0,4.0,6.0,3.0
413,9.0,2.0,2.0,3.0,5.0,3.0,1.0,4.0,3.0,4.0,2.0,1.0
414,5.0,5.0,2.0,4.0,6.0,4.0,4.0,5.0,4.0,3.0,6.0,1.0
415,7.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,3.0
416,9.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,6.0,3.0
417,7.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0
418,9.0,2.0,2.0,3.0,4.0,3.0,5.0,2.0,3.0,0.0,2.0,1.0
419,9.0,2.0,2.0,3.0,5.0,3.0,4.0,5.0,3.0,2.0,6.0,1.0
420,9.0,2.0,5.0,3.0,6.0,4.0,6.0,5.0,3.0,0.0,6.0,3.0
421,7.0,7.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,6.0,3.0
422,9.0,2.0,2.0,3.0,5.0,3.0,1.0,5.0,3.0,0.0,6.0,2.0
423,9.0,2.0,2.0,4.0,6.0,4.0,6.0,4.0,4.0,3.0,6.0,3.0
424,9.0,2.0,2.0,3.0,5.0,4.0,2.0,4.0,3.0,4.0,6.0,2.0
425,9.0,2.0,2.0,3.0,5.0,3.0,1.0,4.0,3.0,4.0,2.0,1.0
426,9.0,2.0,2.0,4.0,6.0,4.0,6.0,4.0,4.0,3.0,6.0,3.0
427,7.0,2.0,2.0,3.0,5.0,3.0,3.0,5.0,3.0,0.0,2.0,1.0
428,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,2.0
429,7.0,4.0,2.0,3.0,5.0,4.0,6.0,3.0,4.0,3.0,6.0,1.0
430,9.0,2.0,7.0,3.0,5.0,3.0,5.0,3.0,3.0,0.0,2.0,1.0
431,7.0,2.0,2.0,3.0,4.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0
432,9.0,2.0,7.0,3.0,5.0,3.0,5.0,5.0,3.0,0.0,2.0,1.0
433,7.0,4.0,2.0,3.0,6.0,4.0,1.0,5.0,3.0,3.0,6.0,3.0
434,9.0,2.0,7.0,3.0,5.0,4.0,5.0,4.0,3.0,0.0,0.0,0.0
435,5.0,5.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,2.0
436,9.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,0.0,2.0,1.0
437,9.0,2.0,2.0,4.0,6.0,3.0,1.0,4.0,3.0,0.0,2.0,1.0
438,9.0,2.0,2.0,3.0,6.0,3.0,2.0,3.0,4.0,4.0,2.0,1.0
439,9.0,4.0,2.0,3.0,4.0,3.0,1.0,4.0,4.0,0.0,2.0,1.0
440,9.0,2.0,2.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,6.0,3.0
441,9.0,2.0,5.0,3.0,5.0,3.0,5.0,3.0,2.0,0.0,0.0,0.0
442,9.0,2.0,2.0,3.0,6.0,3.0,1.0,3.0,3.0,4.0,2.0,1.0
443,9.0,2.0,7.0,4.0,6.0,5.0,1.0,5.0,4.0,4.0,6.0,3.0
444,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,1.0
445,9.0,4.0,2.0,3.0,5.0,3.0,1.0,2.0,3.0,4.0,6.0,1.0
446,7.0,4.0,2.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,6.0,3.0
447,7.0,4.0,2.0,4.0,6.0,4.0,1.0,4.0,4.0,3.0,6.0,3.0
448,9.0,2.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,2.0,1.0
449,9.0,2.0,2.0,3.0,5.0,3.0,5.0,5.0,3.0,0.0,2.0,1.0
450,9.0,2.0,2.0,3.0,4.0,3.0,1.0,5.0,4.0,0.0,2.0,1.0
451,7.0,2.0,2.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,6.0,1.0
452,7.0,4.0,2.0,4.0,6.0,5.0,5.0,5.0,3.0,0.0,6.0,3.0
453,9.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,0.0,6.0,2.0
454,9.0,2.0,5.0,3.0,5.0,3.0,5.0,3.0,3.0,0.0,2.0,1.0
455,9.0,2.0,2.0,3.0,5.0,3.0,5.0,2.0,3.0,3.0,6.0,1.0
456,9.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,0.0,2.0,1.0
457,7.0,5.0,2.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,6.0,3.0
458,9.0,2.0,2.0,3.0,6.0,3.0,1.0,2.0,4.0,4.0,2.0,1.0
459,7.0,4.0,2.0,3.0,5.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0
460,7.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,3.0,0.0,4.0,3.0
461,9.0,2.0,2.0,4.0,6.0,4.0,5.0,5.0,4.0,0.0,2.0,2.0
462,7.0,2.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,1.0,2.0,1.0
463,7.0,2.0,2.0,3.0,5.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0
464,9.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0
465,9.0,2.0,7.0,4.0,6.0,4.0,1.0,5.0,4.0,3.0,6.0,3.0
466,9.0,2.0,2.0,3.0,5.0,3.0,6.0,3.0,3.0,1.0,6.0,1.0
467,9.0,2.0,2.0,3.0,5.0,3.0,2.0,5.0,4.0,4.0,6.0,1.0
468,7.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,4.0,6.0,2.0
469,7.0,4.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,2.0
470,7.0,4.0,7.0,4.0,6.0,4.0,6.0,3.0,4.0,0.0,6.0,2.0
471,9.0,2.0,2.0,3.0,5.0,4.0,1.0,3.0,3.0,4.0,6.0,2.0
472,9.0,2.0,7.0,3.0,6.0,4.0,6.0,5.0,3.0,0.0,5.0,2.0
473,7.0,2.0,2.0,4.0,6.0,5.0,6.0,5.0,4.0,5.0,6.0,2.0
474,9.0,2.0,7.0,4.0,6.0,4.0,6.0,5.0,5.0,0.0,6.0,2.0
475,9.0,4.0,2.0,3.0,5.0,3.0,6.0,3.0,3.0,0.0,2.0,1.0
476,9.0,2.0,2.0,3.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,3.0
477,9.0,2.0,2.0,5.0,6.0,4.0,1.0,5.0,5.0,4.0,4.0,3.0
478,9.0,2.0,2.0,4.0,6.0,5.0,6.0,5.0,4.0,4.0,6.0,2.0
479,9.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,0.0,2.0,1.0
480,7.0,7.0,2.0,4.0,6.0,5.0,6.0,5.0,4.0,4.0,6.0,3.0
481,7.0,2.0,2.0,4.0,6.0,5.0,6.0,5.0,5.0,4.0,6.0,3.0
482,9.0,4.0,2.0,4.0,6.0,3.0,5.0,5.0,5.0,4.0,6.0,1.0
483,9.0,7.0,7.0,3.0,6.0,5.0,6.0,5.0,3.0,0.0,6.0,1.0
484,7.0,4.0,2.0,3.0,5.0,3.0,5.0,4.0,4.0,0.0,2.0,1.0
485,9.0,2.0,2.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,6.0,1.0
486,9.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,0.0,6.0,2.0
487,7.0,2.0,2.0,3.0,5.0,4.0,5.0,4.0,3.0,3.0,6.0,1.0
488,9.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,6.0,1.0
489,9.0,2.0,7.0,3.0,5.0,4.0,6.0,3.0,4.0,0.0,6.0,1.0
490,9.0,2.0,7.0,3.0,6.0,4.0,1.0,3.0,3.0,4.0,4.0,3.0
491,9.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,2.0,3.0,6.0,1.0
492,7.0,4.0,2.0,4.0,6.0,4.0,1.0,4.0,3.0,0.0,6.0,2.0
493,9.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0
494,9.0,2.0,2.0,3.0,4.0,2.0,1.0,4.0,3.0,0.0,6.0,1.0
495,9.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0
496,7.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,2.0
497,9.0,2.0,2.0,3.0,6.0,3.0,3.0,5.0,3.0,0.0,2.0,1.0
498,9.0,2.0,2.0,3.0,6.0,3.0,5.0,5.0,4.0,0.0,6.0,3.0
499,7.0,2.0,2.0,3.0,5.0,3.0,4.0,2.0,3.0,0.0,6.0,3.0
500,9.0,2.0,7.0,3.0,5.0,3.0,4.0,3.0,3.0,0.0,2.0,1.0
501,9.0,2.0,2.0,4.0,6.0,4.0,6.0,4.0,4.0,0.0,6.0,2.0
502,9.0,4.0,2.0,3.0,5.0,3.0,5.0,5.0,3.0,0.0,2.0,1.0
503,7.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,6.0,3.0
504,9.0,2.0,7.0,3.0,5.0,3.0,5.0,3.0,3.0,2.0,6.0,1.0
505,9.0,2.0,5.0,3.0,5.0,3.0,1.0,4.0,3.0,0.0,2.0,1.0
506,7.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,2.0
507,7.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,3.0
508,9.0,2.0,2.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,2.0,1.0
509,9.0,4.0,2.0,3.0,5.0,3.0,5.0,5.0,3.0,0.0,6.0,2.0
510,9.0,2.0,2.0,4.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,1.0
511,7.0,2.0,7.0,4.0,6.0,4.0,1.0,5.0,4.0,4.0,6.0,2.0
512,9.0,4.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,0.0,2.0,1.0
513,9.0,4.0,2.0,3.0,6.0,3.0,5.0,3.0,3.0,0.0,6.0,1.0
514,9.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,0.0,2.0,1.0
515,9.0,2.0,2.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,6.0,3.0
516,7.0,4.0,2.0,3.0,5.0,3.0,1.0,3.0,3.0,3.0,6.0,2.0
517,7.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,3.0,6.0,2.0
518,7.0,5.0,2.0,3.0,6.0,4.0,6.0,5.0,3.0,0.0,6.0,2.0
519,9.0,2.0,2.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,2.0,1.0
520,9.0,2.0,4.0,3.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
521,7.0,4.0,2.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,6.0,1.0
522,9.0,4.0,2.0,3.0,5.0,3.0,5.0,5.0,3.0,4.0,2.0,1.0
523,7.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,3.0
524,9.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,3.0,6.0,1.0
525,9.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,0.0,6.0,1.0
526,7.0,2.0,2.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,6.0,3.0
527,7.0,2.0,2.0,3.0,4.0,3.0,5.0,5.0,3.0,0.0,0.0,0.0
528,7.0,5.0,2.0,4.0,6.0,3.0,3.0,3.0,3.0,3.0,6.0,2.0
529,9.0,2.0,2.0,4.0,5.0,4.0,6.0,5.0,4.0,2.0,6.0,2.0
530,7.0,9.0,2.0,3.0,4.0,2.0,1.0,5.0,3.0,0.0,2.0,3.0
531,9.0,2.0,2.0,3.0,2.0,0.0,0.0,5.0,3.0,1.0,2.0,1.0
532,9.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
533,7.0,2.0,2.0,4.0,6.0,5.0,1.0,5.0,4.0,4.0,6.0,3.0
534,9.0,2.0,4.0,3.0,5.0,4.0,6.0,3.0,3.0,0.0,0.0,0.0
535,7.0,5.0,2.0,3.0,6.0,4.0,1.0,5.0,4.0,0.0,6.0,3.0
536,7.0,7.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,0.0,2.0,1.0
537,7.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,6.0,1.0
538,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,2.0
539,9.0,2.0,2.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,6.0,3.0
540,9.0,7.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,3.0,4.0,3.0
541,9.0,2.0,2.0,4.0,6.0,5.0,2.0,5.0,4.0,3.0,6.0,3.0
542,9.0,2.0,7.0,3.0,6.0,4.0,6.0,5.0,3.0,0.0,6.0,3.0
543,7.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,2.0
544,7.0,4.0,2.0,4.0,6.0,4.0,6.0,4.0,4.0,0.0,6.0,1.0
545,7.0,2.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,2.0,1.0
546,9.0,2.0,2.0,3.0,5.0,4.0,5.0,5.0,3.0,0.0,2.0,1.0
547,7.0,2.0,2.0,3.0,5.0,3.0,2.0,3.0,3.0,0.0,2.0,2.0
548,9.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,4.0,4.0,3.0
549,9.0,2.0,7.0,3.0,5.0,4.0,5.0,3.0,3.0,0.0,6.0,2.0
550,9.0,2.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,0.0,6.0,3.0
551,7.0,2.0,2.0,4.0,6.0,5.0,1.0,5.0,4.0,4.0,6.0,2.0
552,9.0,2.0,2.0,3.0,5.0,0.0,0.0,5.0,4.0,0.0,2.0,3.0
553,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,4.0,2.0
