,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
355,5,RL,105.0,11249,1,1,1,Lvl,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,6,4,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,2,1,3,0,334.0,1,544.0,322.0,1200.0,GasA,0,1,SBrkr,1200,0,0,1200,1.0,0.0,2,0,3,1,2,6,6,0,3,Attchd,1995.0,2,2.0,521.0,5,5,2,0,26,0,0,0,0,3,4,None,0,10,1,WD,Normal,177500
356,5,RL,64.0,9248,1,1,0,Lvl,Inside,0,Gilbert,Norm,Norm,1Fam,1Story,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,106.0,3,4,PConc,2,4,3,2,560.0,6,0.0,598.0,1158.0,GasA,2,1,SBrkr,1167,0,0,1167,1.0,0.0,2,0,3,1,2,6,6,0,3,Attchd,1992.0,2,2.0,400.0,5,5,2,120,26,0,0,0,0,3,4,None,0,9,3,WD,Normal,173000
357,0,RM,44.0,4224,1,1,3,Lvl,Inside,0,MeadowV,Norm,Norm,TwnhsE,1Story,5,4,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,4,PConc,2,4,3,0,874.0,6,0.0,268.0,1142.0,GasA,4,1,SBrkr,1142,0,0,1142,1.0,0.0,1,1,3,1,3,6,6,1,4,Attchd,1976.0,0,2.0,528.0,5,5,2,536,90,0,0,0,0,3,2,None,0,10,1,WD,Normal,134000
358,13,RL,92.0,6930,1,1,0,Lvl,Inside,0,ClearCr,Norm,Norm,1Fam,SLvl,5,3,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,120.0,3,4,CBlock,4,4,0,1,300.0,5,294.0,468.0,1062.0,GasA,0,1,FuseF,1352,0,0,1352,0.0,1.0,1,0,3,1,2,6,3,0,3,BuiltIn,1958.0,3,1.0,288.0,5,5,2,168,0,294,0,0,0,3,4,None,0,9,0,WD,Abnorml,130000
359,10,RL,78.0,12011,1,1,0,Lvl,CulDSac,0,NoRidge,Norm,Norm,1Fam,2Story,8,4,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,530.0,2,4,PConc,2,4,0,2,956.0,6,0.0,130.0,1086.0,GasA,0,1,SBrkr,1086,838,0,1924,1.0,0.0,2,1,3,1,2,7,6,1,5,Attchd,1998.0,2,2.0,592.0,5,5,2,208,75,0,0,374,0,3,4,None,0,8,0,WD,Normal,280000
360,14,RL,74.0,7540,1,1,0,Lvl,CulDSac,0,Mitchel,Norm,Norm,1Fam,SFoyer,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,2,4,0,2,773.0,6,0.0,115.0,888.0,GasA,0,1,SBrkr,912,0,0,912,1.0,0.0,1,0,2,1,3,5,6,1,5,Attchd,1978.0,2,2.0,470.0,5,5,2,0,0,0,0,192,0,3,2,None,0,8,1,WD,Normal,156000
361,9,RL,51.0,9144,1,2,3,Lvl,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1940,1982,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,3,5,399.0,6,0.0,484.0,883.0,GasA,2,1,SBrkr,988,517,0,1505,1.0,0.0,1,0,3,1,3,8,6,0,3,Detchd,1940.0,3,1.0,240.0,5,5,0,0,0,0,0,0,0,3,4,None,0,9,2,WD,Normal,145000
362,14,RL,64.0,7301,1,1,3,Lvl,Corner,0,Edwards,Norm,Norm,1Fam,SFoyer,7,4,2003,2003,Gable,CompShg,HdBoard,HdBoard,BrkFace,500.0,2,4,Slab,3,2,4,4,0.0,4,0.0,0.0,0.0,GasA,0,1,SBrkr,495,1427,0,1922,0.0,0.0,3,0,4,1,2,7,6,1,0,BuiltIn,2003.0,2,2.0,672.0,5,5,2,0,0,177,0,0,0,3,4,None,0,9,3,ConLD,Normal,198500
363,2,RM,21.0,1680,1,1,3,Lvl,Inside,0,BrDale,Norm,Norm,Twnhs,2Story,6,7,1972,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,510.0,3,4,CBlock,4,4,3,0,162.0,6,0.0,321.0,483.0,GasA,2,1,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,2,5,6,0,3,Detchd,1972.0,3,1.0,264.0,5,5,2,250,0,0,0,0,0,3,4,None,0,7,3,WD,Normal,118000
364,10,RL,80.0,18800,1,1,0,Lvl,FR2,0,NWAmes,Norm,Norm,1Fam,2Story,6,4,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,3,4,PConc,2,4,2,2,712.0,6,0.0,84.0,796.0,GasA,4,1,SBrkr,790,784,0,1574,1.0,0.0,2,1,3,1,3,6,6,1,5,Attchd,1976.0,0,2.0,566.0,5,5,2,306,111,0,0,0,0,3,4,None,0,9,0,WD,Normal,190000
365,11,RM,59.0,10690,1,1,3,Lvl,Inside,0,IDOTRR,Norm,Norm,1Fam,2Story,5,6,1920,1997,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,2,CBlock,4,0,3,5,456.0,6,0.0,216.0,672.0,GasA,2,1,FuseA,672,672,0,1344,0.0,0.0,1,0,3,1,3,6,6,0,3,Detchd,1964.0,3,1.0,468.0,5,1,2,0,128,218,0,0,0,3,4,None,0,9,3,WD,Normal,147000
366,5,RL,73.0,9500,1,1,0,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,4,1963,1963,Gable,CompShg,Plywood,Plywood,BrkFace,247.0,3,4,CBlock,2,4,3,1,609.0,6,0.0,785.0,1394.0,GasA,2,1,SBrkr,1394,0,0,1394,1.0,0.0,1,1,3,1,3,6,6,2,2,Attchd,1963.0,2,2.0,514.0,5,5,2,0,76,0,0,185,0,3,4,None,0,9,3,WD,Normal,159000
367,13,RL,101.0,9150,1,1,0,Lvl,Corner,0,NAmes,Norm,Norm,1Fam,SLvl,6,4,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,3,4,CBlock,2,4,1,2,371.0,6,0.0,728.0,1099.0,GasA,2,1,SBrkr,1431,0,0,1431,0.0,1.0,1,0,3,1,3,6,6,1,2,Basment,1962.0,2,1.0,296.0,5,5,2,64,110,0,0,0,0,3,4,None,0,3,2,WD,Normal,165000
368,5,RL,78.0,7800,1,1,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,3,4,PConc,4,4,3,3,540.0,6,0.0,728.0,1268.0,GasA,2,1,SBrkr,1268,0,0,1268,0.0,0.0,1,0,2,1,3,7,6,1,2,Attchd,1954.0,0,1.0,244.0,5,5,2,0,98,0,0,0,0,3,4,None,0,5,4,WD,Normal,132000
369,5,RL,73.0,9830,1,1,0,Lvl,Corner,0,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,CBlock,4,4,3,0,72.0,5,258.0,733.0,1063.0,GasA,0,1,SBrkr,1287,0,0,1287,1.0,0.0,1,0,3,1,2,7,6,1,2,Detchd,1997.0,0,2.0,576.0,5,5,2,364,17,0,0,182,0,3,4,None,0,5,4,WD,Normal,162000
370,10,RL,64.0,8121,1,1,0,Lvl,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,4,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,2,4,3,6,0.0,6,0.0,953.0,953.0,GasA,0,1,SBrkr,953,711,0,1664,0.0,0.0,2,1,3,1,3,7,6,1,5,Attchd,2000.0,2,2.0,460.0,5,5,2,100,40,0,0,0,0,3,4,None,0,0,0,WD,Normal,172400
371,9,RL,80.0,17120,1,1,3,Lvl,Inside,0,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,3,1959,1959,Gable,CompShg,WdShing,Plywood,None,0.0,3,4,CBlock,3,2,4,4,0.0,4,0.0,0.0,0.0,GasA,4,1,SBrkr,1120,468,0,1588,0.0,0.0,2,0,4,1,3,7,3,1,2,Detchd,1991.0,0,2.0,680.0,5,5,0,0,59,0,0,0,0,3,4,None,0,9,2,WD,Normal,134432
372,0,RL,50.0,7175,1,1,3,Lvl,Inside,0,SawyerW,Norm,Norm,TwnhsE,1Story,6,4,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,2,4,3,0,623.0,3,121.0,0.0,744.0,GasA,4,1,SBrkr,752,0,0,752,1.0,0.0,1,0,2,1,3,4,6,0,3,Attchd,1984.0,3,1.0,264.0,5,5,2,353,0,0,0,90,0,3,2,None,0,4,4,WD,Normal,125000
373,5,RL,79.0,10634,1,1,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,4,4,3,1,428.0,3,180.0,0.0,608.0,GasA,4,1,SBrkr,1319,0,0,1319,1.0,0.0,1,0,3,1,3,5,3,0,3,Attchd,1953.0,3,1.0,270.0,5,5,2,66,0,0,0,0,0,3,1,None,0,2,3,WD,Normal,123000
374,10,RL,65.0,8200,1,1,3,Lvl,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,4,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,3,6,0.0,6,0.0,847.0,847.0,GasA,0,1,SBrkr,847,1081,0,1928,0.0,0.0,2,1,4,1,2,8,6,1,2,BuiltIn,2003.0,0,2.0,434.0,5,5,2,100,48,0,0,0,0,3,4,None,0,9,1,WD,Normal,219500
375,6,RL,65.0,10020,1,1,0,Low,Inside,2,Edwards,Norm,Norm,1Fam,1Story,1,0,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,1,BrkTil,1,3,1,1,350.0,6,0.0,333.0,683.0,GasA,2,0,FuseA,904,0,0,904,1.0,0.0,0,1,1,1,1,4,0,0,3,None,0.0,1,0.0,0.0,3,3,2,0,0,0,0,0,0,3,4,None,0,5,3,WD,Normal,61000
376,14,RL,57.0,8846,1,1,0,Lvl,CulDSac,0,CollgCr,Norm,Norm,1Fam,SFoyer,5,4,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,0,2,298.0,6,0.0,572.0,870.0,GasA,0,1,SBrkr,914,0,0,914,0.0,0.0,1,0,2,1,3,5,6,0,3,Detchd,1998.0,3,2.0,576.0,5,5,2,0,0,0,0,0,0,3,4,None,0,9,0,WD,Normal,148000
377,10,FV,102.0,11143,1,1,0,Lvl,Corner,0,Somerst,Norm,Norm,1Fam,2Story,8,4,2004,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,4,PConc,2,4,3,6,0.0,6,0.0,1580.0,1580.0,GasA,0,1,SBrkr,1580,886,0,2466,0.0,0.0,3,0,4,1,2,8,6,1,2,Attchd,2004.0,2,2.0,610.0,5,5,2,159,214,0,0,0,0,3,4,None,0,3,1,WD,Normal,340000
378,5,RL,88.0,11394,1,1,3,Lvl,Corner,0,StoneBr,Norm,Norm,1Fam,1Story,9,1,2010,2010,Hip,CompShg,VinylSd,VinylSd,Stone,350.0,2,4,PConc,0,4,0,2,1445.0,6,0.0,411.0,1856.0,GasA,0,1,SBrkr,1856,0,0,1856,1.0,0.0,1,1,1,1,0,8,6,1,0,Attchd,2010.0,0,3.0,834.0,5,5,2,113,0,0,0,0,0,3,4,None,0,8,4,New,Partial,394432
379,10,RL,60.0,8123,1,1,0,Lvl,Inside,0,Gilbert,RRAn,Norm,1Fam,2Story,6,4,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,3,4,PConc,2,4,3,6,0.0,6,0.0,982.0,982.0,GasA,0,1,SBrkr,1007,793,0,1800,0.0,0.0,2,1,3,1,3,7,6,1,5,Attchd,2000.0,0,2.0,463.0,5,5,2,100,63,0,0,0,0,3,4,None,0,8,3,WD,Normal,179000
380,9,RL,50.0,5000,1,2,3,Lvl,Inside,0,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,4,BrkTil,4,4,3,3,218.0,6,0.0,808.0,1026.0,GasA,4,1,SBrkr,1026,665,0,1691,0.0,0.0,2,0,3,1,2,6,6,1,2,Detchd,1924.0,3,1.0,308.0,5,5,2,0,0,242,0,0,0,3,4,None,0,7,4,WD,Normal,127000
381,5,FV,60.0,7200,1,2,3,Lvl,Inside,0,Somerst,Norm,Norm,1Fam,1Story,7,4,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,1,3,6,0.0,6,0.0,1293.0,1293.0,GasA,0,1,SBrkr,1301,0,0,1301,1.0,0.0,2,0,2,1,2,5,6,1,2,Attchd,2006.0,2,2.0,572.0,5,5,2,216,121,0,0,0,0,3,4,None,0,10,0,New,Partial,187750
382,10,RL,79.0,9245,1,1,0,Lvl,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,4,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,0,6,0.0,6,0.0,939.0,939.0,GasA,0,1,SBrkr,939,858,0,1797,0.0,0.0,2,1,3,1,2,8,6,0,3,Attchd,2006.0,2,2.0,639.0,5,5,2,144,53,0,0,0,0,3,4,None,0,6,1,WD,Normal,213500
383,8,RH,60.0,9000,1,1,3,Lvl,Corner,0,SawyerW,Norm,Norm,1Fam,1.5Unf,6,2,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,1,0,3,6,0.0,6,0.0,784.0,784.0,GasA,4,0,FuseA,784,0,0,784,0.0,0.0,1,0,2,1,3,5,6,0,3,Detchd,1950.0,3,2.0,360.0,1,1,0,0,0,91,0,0,0,3,4,None,0,1,3,WD,Normal,76000
384,10,RL,80.5,53107,1,1,1,Low,Corner,1,ClearCr,Feedr,Norm,1Fam,2Story,6,4,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,4,PConc,2,4,0,2,985.0,6,0.0,595.0,1580.0,GasA,0,1,SBrkr,1079,874,0,1953,1.0,0.0,2,1,3,1,2,9,6,2,1,Attchd,1992.0,0,2.0,501.0,5,5,2,216,231,0,0,0,0,3,4,None,0,8,1,WD,Normal,240000
385,0,RL,43.0,3182,1,1,3,Lvl,Inside,0,Blmngtn,Norm,Norm,TwnhsE,1Story,8,4,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,2,4,PConc,2,4,3,2,24.0,6,0.0,1232.0,1256.0,GasA,0,1,SBrkr,1269,0,0,1269,0.0,0.0,2,0,2,1,2,6,6,1,5,Attchd,2004.0,0,2.0,430.0,5,5,2,146,20,0,0,144,0,3,4,None,0,6,4,WD,Normal,192000
386,9,RL,58.0,8410,1,1,3,Lvl,FR2,0,Edwards,Feedr,Norm,1Fam,1.5Fin,5,2,1910,1996,Gambrel,CompShg,Wd Sdng,VinylSd,None,0.0,3,1,PConc,4,4,3,6,0.0,6,0.0,658.0,658.0,GasA,4,1,SBrkr,658,526,0,1184,0.0,0.0,1,0,5,1,3,8,6,0,3,None,0.0,1,0.0,0.0,3,3,0,0,151,0,0,0,0,3,4,None,0,7,0,WD,AdjLand,81000
387,13,RL,72.0,7200,1,1,3,Lvl,Inside,0,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Hip,CompShg,MetalSd,MetalSd,BrkFace,255.0,3,4,CBlock,4,4,0,0,631.0,6,0.0,410.0,1041.0,GasA,0,1,SBrkr,1125,0,0,1125,1.0,0.0,1,0,3,1,3,6,6,1,1,Detchd,1977.0,3,1.0,352.0,5,5,2,296,0,0,0,0,0,3,1,None,0,1,3,WD,Abnorml,125000
388,5,RL,93.0,9382,1,1,0,Lvl,CulDSac,0,CollgCr,Norm,Norm,1Fam,1Story,7,4,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,2,4,PConc,2,4,3,6,0.0,6,0.0,1468.0,1468.0,GasA,0,1,SBrkr,1479,0,0,1479,0.0,0.0,2,0,3,1,2,6,6,0,3,Attchd,1999.0,2,2.0,577.0,5,5,2,120,25,0,0,0,0,3,4,None,0,9,2,WD,Normal,191000
389,10,RL,96.0,12474,1,1,3,Lvl,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,10,4,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,272.0,0,4,PConc,0,4,0,2,1280.0,6,0.0,402.0,1682.0,GasA,0,1,SBrkr,1742,590,0,2332,1.0,0.0,2,1,3,1,0,9,6,1,0,BuiltIn,2008.0,0,3.0,846.0,5,5,2,196,134,0,0,0,0,3,4,None,0,10,2,New,Partial,426000
390,9,RL,50.0,8405,1,0,3,Lvl,Inside,0,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,4,1,3,5,241.0,1,391.0,229.0,861.0,GasA,0,1,SBrkr,961,406,0,1367,1.0,0.0,1,0,4,1,3,7,6,0,3,Detchd,1978.0,3,1.0,384.0,5,5,2,0,130,112,0,0,0,3,2,None,0,6,2,WD,Normal,119000
391,10,RL,71.0,12209,1,1,0,Lvl,CulDSac,0,Mitchel,Norm,Norm,1Fam,2Story,6,4,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,0,4,3,0,690.0,6,0.0,114.0,804.0,GasA,0,1,SBrkr,804,1157,0,1961,1.0,0.0,2,1,3,1,2,7,6,1,5,BuiltIn,2001.0,0,2.0,560.0,5,5,2,125,192,0,0,0,0,3,4,None,0,8,3,WD,Normal,215000
392,5,RL,73.0,8339,1,1,0,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,Slab,3,2,4,4,0.0,4,0.0,0.0,0.0,GasA,4,1,SBrkr,882,0,0,882,0.0,0.0,1,0,3,1,3,5,6,0,3,Attchd,1959.0,2,1.0,294.0,5,5,2,0,0,0,0,0,0,3,2,Shed,1200,9,1,WD,Normal,106500
393,6,RL,51.0,7446,1,1,3,Lvl,Corner,0,BrkSide,Feedr,Norm,1Fam,1Story,4,4,1941,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,4,CBlock,4,4,3,5,266.0,6,0.0,522.0,788.0,GasA,4,1,FuseA,788,0,0,788,0.0,0.0,1,0,2,1,3,4,6,2,5,None,0.0,1,0.0,0.0,3,3,2,0,0,0,0,0,0,3,1,None,0,6,0,WD,Abnorml,100000
394,9,RL,60.0,10134,1,1,3,Lvl,Inside,0,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,3,6,0.0,6,0.0,735.0,735.0,GasA,2,1,FuseA,735,299,0,1034,0.0,0.0,1,0,2,1,3,5,6,0,3,Detchd,1940.0,3,1.0,240.0,5,5,2,0,39,0,0,0,0,3,4,None,0,9,1,WD,Normal,109000
395,5,RL,68.0,9571,1,1,3,Lvl,Inside,0,Edwards,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,4,4,0,1,739.0,6,0.0,405.0,1144.0,GasA,4,1,SBrkr,1144,0,0,1144,1.0,0.0,1,0,3,1,3,6,6,0,3,Attchd,1956.0,3,1.0,596.0,5,5,2,44,0,0,0,0,0,3,4,None,0,8,4,WD,Normal,129000
396,5,RL,60.0,7200,1,1,3,Low,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,5,4,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,0,5,777.0,6,0.0,117.0,894.0,GasA,4,1,SBrkr,894,0,0,894,0.0,0.0,1,0,2,1,3,6,6,0,3,Detchd,1985.0,2,2.0,600.0,5,5,2,215,0,0,0,0,0,3,4,None,0,11,3,WD,Normal,123000
397,10,RL,69.0,7590,1,1,3,Lvl,Inside,0,NAmes,PosN,Norm,1Fam,2Story,5,4,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,3,4,CBlock,4,4,3,0,540.0,6,0.0,324.0,864.0,GasA,4,1,SBrkr,876,936,0,1812,0.0,0.0,2,0,4,1,3,8,6,1,5,Attchd,1962.0,2,1.0,264.0,5,5,2,0,168,0,0,0,0,3,4,None,0,9,1,WD,Normal,169500
398,6,RM,60.0,8967,1,1,3,Lvl,Corner,0,IDOTRR,Norm,Norm,1Fam,1Story,5,1,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,1,BrkTil,1,3,3,6,0.0,6,0.0,961.0,961.0,GasA,2,1,Mix,1077,0,0,1077,0.0,0.0,1,0,2,1,3,6,1,0,3,Detchd,1920.0,3,1.0,338.0,4,4,0,0,0,0,0,0,0,3,4,None,0,2,1,WD,Abnorml,67000
399,10,FV,65.0,8125,1,1,3,Lvl,Inside,0,Somerst,Norm,Norm,1Fam,2Story,7,4,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,100.0,2,4,PConc,2,4,3,2,812.0,6,0.0,280.0,1092.0,GasA,0,1,SBrkr,1112,438,0,1550,1.0,0.0,2,0,2,1,2,7,6,0,3,Attchd,2007.0,0,2.0,438.0,5,5,2,0,168,0,0,0,0,3,4,None,0,1,3,WD,Normal,241000
400,0,RL,38.0,14963,1,1,1,Lvl,Inside,0,Veenker,Norm,Norm,TwnhsE,1Story,8,4,1996,1996,Gable,CompShg,BrkFace,BrkFace,None,0.0,2,4,PConc,2,4,3,2,786.0,6,0.0,474.0,1260.0,GasA,0,1,SBrkr,1288,0,0,1288,1.0,0.0,1,1,1,1,0,4,6,2,2,Attchd,1996.0,0,2.0,500.0,5,5,2,120,30,0,0,224,0,3,4,None,0,3,2,WD,Normal,245500
401,5,RL,65.0,8767,1,1,0,Lvl,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,4,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,0,2,24.0,6,0.0,1286.0,1310.0,GasA,0,1,SBrkr,1310,0,0,1310,0.0,0.0,2,0,3,1,2,6,6,1,2,Attchd,2005.0,0,2.0,400.0,5,5,2,0,0,0,0,0,0,3,4,None,0,9,0,New,Partial,164990
402,6,RL,60.0,10200,1,1,3,Lvl,Inside,0,Sawyer,Norm,Norm,1Fam,1Story,5,7,1940,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,PConc,4,4,3,6,0.0,6,0.0,672.0,672.0,GasA,0,1,SBrkr,672,0,0,672,0.0,0.0,1,0,2,1,3,4,6,0,3,Detchd,1940.0,3,1.0,240.0,5,5,0,168,0,0,0,0,0,3,0,None,0,10,2,WD,Normal,108000
403,10,RL,93.0,12090,1,1,3,Lvl,Corner,0,NoRidge,Norm,Norm,1Fam,2Story,8,4,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,650.0,2,4,PConc,2,4,3,6,0.0,6,0.0,1141.0,1141.0,GasA,2,1,SBrkr,1165,1098,0,2263,0.0,0.0,2,1,4,1,2,10,6,1,5,BuiltIn,1998.0,0,2.0,420.0,5,5,2,144,123,0,0,0,0,3,4,None,0,9,0,WD,Abnorml,258000
404,10,RL,64.0,10364,1,1,0,Lvl,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,4,1995,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,2,4,3,6,0.0,6,0.0,806.0,806.0,GasA,2,1,SBrkr,806,766,0,1572,0.0,0.0,2,1,3,1,3,7,6,1,5,BuiltIn,1995.0,0,2.0,373.0,5,5,2,0,40,0,0,0,0,3,4,None,0,7,1,WD,Normal,168000
405,5,RL,72.0,9991,1,1,0,Lvl,Corner,0,Sawyer,Feedr,Norm,1Fam,1Story,4,3,1976,1993,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,4,4,3,1,1116.0,6,0.0,165.0,1281.0,GasA,0,1,SBrkr,1620,0,0,1620,1.0,0.0,2,0,3,1,3,8,2,1,5,Attchd,1993.0,3,2.0,490.0,5,5,2,120,78,0,0,0,0,3,1,None,0,8,3,WD,Normal,150000
406,9,RL,51.0,10480,1,1,3,Lvl,Inside,0,SWISU,Norm,Norm,1Fam,1.5Fin,6,4,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,4,4,3,6,0.0,6,0.0,1064.0,1064.0,GasA,0,1,FuseA,1166,0,473,1639,0.0,0.0,1,0,3,1,3,6,1,0,3,Detchd,1936.0,3,1.0,240.0,5,5,2,0,0,0,0,0,0,3,4,None,0,5,2,WD,Normal,115000
407,11,RL,63.0,15576,1,1,3,Lvl,Inside,0,Crawfor,Norm,Norm,1Fam,2Story,6,6,1915,1976,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,4,BrkTil,2,4,3,6,0.0,6,0.0,840.0,840.0,GasA,0,1,SBrkr,840,840,0,1680,0.0,0.0,2,0,4,1,3,8,6,0,3,Attchd,1960.0,3,1.0,308.0,5,5,2,0,0,160,0,0,0,3,4,None,0,5,2,WD,Normal,177000
408,10,RL,109.0,14154,1,1,3,Lvl,Corner,0,NridgHt,Norm,Norm,1Fam,2Story,7,4,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,2,4,PConc,0,1,3,6,0.0,6,0.0,1063.0,1063.0,GasA,0,1,SBrkr,1071,1101,0,2172,0.0,0.0,2,1,3,1,2,9,6,1,2,Attchd,2006.0,2,3.0,947.0,5,5,2,192,62,0,0,0,0,3,4,None,0,10,1,New,Partial,280000
409,10,FV,85.0,10800,1,1,3,Lvl,Inside,0,Somerst,Norm,Norm,1Fam,2Story,8,4,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,2,4,PConc,0,4,3,2,789.0,6,0.0,245.0,1034.0,GasA,0,1,SBrkr,1050,1028,0,2078,1.0,0.0,2,1,3,1,0,8,6,1,2,Attchd,2008.0,0,3.0,836.0,5,5,2,0,102,0,0,0,0,3,4,None,0,6,2,New,Partial,339750
410,5,RL,68.0,9571,1,1,3,Lvl,Inside,0,Edwards,Norm,Norm,1Fam,1Story,5,2,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,3,1,CBlock,4,0,3,6,0.0,6,0.0,1276.0,1276.0,GasA,4,1,FuseA,1276,0,0,1276,0.0,0.0,1,0,3,1,3,5,4,0,3,Attchd,1958.0,3,1.0,350.0,5,5,2,0,0,0,0,0,0,3,4,None,0,8,3,COD,Abnorml,60000
