,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Total_SF,Total_Bathrooms,Total_porch_sf
920,10,5,70.0,8462,1,0,7,Lvl,9,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,4,4,PConc,4,4,3,2,6,0.0,114.0,928.0,GasA,5,1,SBrkr,936,0,1721,0.0,1.0,2,1,3,1,4,7,6,0,0,1,1994.0,2,2.0,471.0,3,3,2,0,0,0,0,0,4,None,0,9,1,WD,Normal,2649.0,3.0,387
921,15,5,67.0,8777,1,0,9,Lvl,9,Inside,3,Edwards,Feedr,Norm,Duplex,1.5Fin,5,7,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,3,3,CBlock,3,3,3,0,6,0.0,188.0,1272.0,GasA,4,1,SBrkr,1272,0,2200,2.0,0.0,2,2,4,2,3,9,6,0,0,6,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,None,0,11,2,WD,Normal,3472.0,5.0,70
922,5,5,65.0,10237,1,0,9,Lvl,9,Inside,3,Gilbert,RRAn,Norm,1Fam,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,3,2,6,0.0,1288.0,1316.0,GasA,5,1,SBrkr,1316,0,1316,0.0,0.0,2,0,3,1,4,6,6,1,4,1,2005.0,0,2.0,397.0,3,3,2,0,23,0,0,0,4,None,0,1,0,New,Partial,2632.0,2.0,123
923,0,5,50.0,8012,1,0,9,Lvl,9,Inside,3,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1994,Gable,CompShg,Plywood,Plywood,None,4,3,PConc,4,3,3,3,2,841.0,598.0,1604.0,GasA,5,1,SBrkr,1617,0,1617,1.0,0.0,2,0,2,1,4,5,6,1,2,1,1993.0,2,2.0,533.0,3,3,2,0,0,0,0,0,4,None,0,9,2,WD,Normal,3221.0,3.0,69
924,5,5,79.0,10240,1,0,9,Lvl,9,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,3,4,CBlock,4,3,3,1,3,1061.0,0.0,1686.0,GasA,3,1,SBrkr,1686,0,1686,1.0,0.0,2,0,3,1,3,7,6,1,3,1,1980.0,3,2.0,612.0,3,3,2,0,0,0,0,0,4,None,0,7,0,WD,Normal,3372.0,3.0,515
925,5,5,80.0,15611,1,0,7,Lvl,9,Corner,3,NWAmes,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,4,3,0,0,3,93.0,266.0,1126.0,GasA,3,1,SBrkr,1126,0,1126,0.0,1.0,2,0,3,1,5,6,6,0,0,1,1977.0,2,2.0,540.0,3,3,2,0,0,0,0,0,4,None,0,5,2,WD,Abnorml,2252.0,2.5,180
926,10,5,93.0,11999,1,0,9,Lvl,9,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,3,6,6,0.0,1181.0,1181.0,GasA,5,1,SBrkr,1234,0,2374,0.0,0.0,2,1,4,1,5,10,6,1,4,3,2003.0,0,3.0,656.0,3,3,2,0,0,0,0,0,4,None,0,7,1,WD,Normal,3555.0,2.5,204
927,10,5,80.0,9900,1,0,9,Lvl,9,Inside,3,NWAmes,Feedr,Norm,1Fam,2Story,7,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,3,3,CBlock,3,3,3,1,6,0.0,280.0,832.0,GasA,4,1,SBrkr,1098,0,1978,0.0,0.0,2,1,4,1,3,9,6,1,4,1,1968.0,2,2.0,486.0,3,3,2,0,0,0,0,0,0,None,0,6,2,WD,Normal,2810.0,2.5,43
928,5,5,70.0,11838,1,0,9,Lvl,9,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2001,Hip,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,0,6,6,0.0,1753.0,1753.0,GasA,5,1,SBrkr,1788,0,1788,0.0,0.0,2,0,3,1,5,7,6,1,3,1,2001.0,2,2.0,522.0,3,3,2,0,0,0,0,0,4,None,0,8,3,WD,Normal,3541.0,2.0,353
929,10,5,64.0,13006,1,0,7,Lvl,9,Corner,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,1997,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,3,PConc,4,3,3,6,6,0.0,964.0,964.0,GasA,4,1,SBrkr,993,0,2236,0.0,0.0,2,1,4,1,4,8,6,1,3,3,1997.0,0,2.0,642.0,3,3,2,0,0,0,0,0,4,None,0,2,0,WD,Normal,3200.0,2.5,0
930,5,5,73.0,8925,1,0,7,HLS,9,Inside,3,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,0,2,6,0.0,1450.0,1466.0,GasA,5,1,SBrkr,1466,0,1466,0.0,0.0,2,0,3,1,4,7,6,0,0,1,2007.0,0,3.0,610.0,3,3,2,0,0,0,0,0,4,None,0,9,3,WD,Normal,2932.0,2.0,118
931,5,5,70.0,9100,1,0,9,Lvl,9,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,VinylSd,VinylSd,None,3,3,CBlock,3,3,3,1,5,466.0,121.0,925.0,GasA,5,1,SBrkr,925,0,925,0.0,1.0,1,0,2,1,3,5,6,0,0,5,1965.0,3,1.0,429.0,3,3,2,0,0,0,0,0,1,None,0,9,3,WD,Normal,1850.0,1.5,0
932,5,5,84.0,11670,1,0,7,Lvl,9,Corner,3,Somerst,RRNn,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,ImStucc,Stone,5,3,PConc,5,4,3,6,6,0.0,1905.0,1905.0,GasA,5,1,SBrkr,1905,0,1905,0.0,0.0,2,0,3,1,5,8,6,1,4,1,2006.0,0,3.0,788.0,3,3,2,0,0,0,0,0,4,None,0,5,1,WD,Normal,3810.0,2.0,191
933,5,5,63.0,8487,1,0,9,Lvl,9,FR2,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,0,2,6,0.0,1480.0,1500.0,GasA,5,1,SBrkr,1500,0,1500,0.0,0.0,2,0,3,1,4,6,6,0,0,1,2004.0,2,2.0,570.0,3,3,2,0,0,0,0,0,4,None,0,10,3,WD,Normal,3000.0,2.0,228
934,5,5,313.0,27650,1,0,5,HLS,9,Inside,2,NAmes,PosA,Norm,1Fam,1Story,7,7,1960,2007,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,3,3,CBlock,4,3,1,2,6,0.0,160.0,585.0,GasA,5,1,SBrkr,2069,0,2069,1.0,0.0,2,0,4,1,4,9,6,1,4,1,1960.0,2,2.0,505.0,3,3,2,0,0,0,0,0,4,None,0,2,2,WD,Normal,2654.0,3.0,0
935,6,5,52.0,5825,1,0,7,Lvl,9,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,4,5,1926,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,3,4,PConc,2,3,2,6,6,0.0,600.0,600.0,GasA,4,1,SBrkr,747,0,747,0.0,0.0,1,0,1,1,3,5,6,0,0,5,1953.0,3,2.0,528.0,3,3,2,32,0,0,0,0,4,None,0,8,0,WD,Normal,1347.0,1.0,32
936,5,5,67.0,10083,1,0,9,Lvl,9,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,3,2,6,0.0,343.0,1176.0,GasA,5,1,SBrkr,1200,0,1200,1.0,0.0,2,0,2,1,4,5,6,0,0,1,2003.0,2,2.0,555.0,3,3,2,0,0,0,0,0,4,None,0,10,3,WD,Normal,2376.0,3.0,41
937,10,5,75.0,9675,1,0,9,Lvl,9,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,2,2,6,0.0,772.0,1113.0,GasA,5,1,SBrkr,1113,0,1971,0.0,0.0,2,1,3,1,4,8,6,1,4,1,2005.0,2,2.0,689.0,3,3,2,0,0,0,0,0,4,None,0,4,3,WD,Normal,3084.0,2.5,48
938,10,5,73.0,8760,1,0,9,Lvl,9,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,4,2,2,6,0.0,927.0,1391.0,GasA,5,1,SBrkr,1391,0,1962,0.0,0.0,2,1,3,1,4,7,6,0,0,1,2006.0,2,3.0,868.0,3,3,2,0,0,0,0,0,4,None,0,10,0,New,Partial,3353.0,2.5,90
939,11,5,80.5,24090,1,0,9,Lvl,9,Inside,3,ClearCr,Norm,Norm,1Fam,2Story,7,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,3,4,CBlock,3,3,2,6,6,0.0,1032.0,1032.0,GasA,5,1,SBrkr,1207,0,2403,0.0,0.0,2,0,4,1,3,10,6,2,3,1,1940.0,3,1.0,349.0,3,3,2,318,0,0,0,0,4,None,0,8,4,COD,Normal,3435.0,2.0,374
940,15,5,55.0,12640,1,0,7,Lvl,9,Inside,3,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,3,3,CBlock,3,3,1,5,3,396.0,396.0,1728.0,GasA,3,1,SBrkr,1728,0,1728,0.0,0.0,2,0,4,2,3,8,6,0,0,1,1976.0,3,2.0,574.0,3,3,2,0,0,0,0,0,4,None,0,9,0,WD,Normal,3456.0,2.0,40
941,10,5,64.0,8755,1,0,7,Lvl,9,FR2,3,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,3,0,6,0.0,220.0,992.0,GasA,5,1,SBrkr,1022,0,2060,1.0,0.0,2,1,3,1,4,8,6,1,3,3,1999.0,2,2.0,390.0,3,3,2,0,168,0,0,0,0,None,0,8,3,WD,Normal,3052.0,3.5,168
942,15,5,42.0,7711,1,0,7,Lvl,9,Inside,3,Edwards,Norm,Norm,Duplex,1Story,4,3,1977,1977,Gable,CompShg,MetalSd,MetalSd,None,3,3,PConc,4,3,1,2,6,0.0,0.0,1440.0,GasA,3,1,SBrkr,1440,0,1440,2.0,0.0,2,0,4,2,3,8,6,0,0,6,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,4,None,0,10,1,Oth,Abnorml,2880.0,4.0,321
943,15,5,100.0,25000,1,0,9,Low,9,Inside,3,Mitchel,Norm,Norm,Duplex,1Story,5,4,1967,1967,Gable,CompShg,HdBoard,Plywood,None,3,3,CBlock,3,3,0,6,6,0.0,1632.0,1632.0,GasA,3,1,SBrkr,1632,0,1632,0.0,0.0,2,0,4,2,3,8,6,0,0,1,1967.0,3,2.0,576.0,3,3,1,0,0,0,0,0,4,None,0,8,1,WD,Normal,3264.0,2.0,0
944,5,5,82.0,14375,1,0,7,Lvl,7,CulDSac,3,Timber,Norm,Norm,1Fam,SLvl,6,6,1958,1958,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,3,CBlock,3,3,3,2,5,354.0,354.0,819.0,GasA,4,1,FuseA,1344,0,1344,0.0,1.0,1,0,3,1,4,7,6,1,4,2,1958.0,2,2.0,525.0,3,3,2,0,0,233,0,0,4,None,0,0,3,COD,Abnorml,2163.0,1.5,351
945,9,8,98.0,8820,1,0,9,Lvl,9,Corner,3,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1890,1996,Hip,CompShg,VinylSd,VinylSd,None,3,3,BrkTil,3,3,3,3,6,0.0,0.0,1088.0,GasA,3,1,SBrkr,1188,120,1869,0.0,0.0,1,0,2,1,3,7,6,0,0,5,1963.0,3,2.0,456.0,3,3,2,244,0,0,0,0,3,None,0,11,3,WD,Normal,2837.0,1.0,292
946,13,5,70.0,8163,1,0,9,Lvl,9,Inside,3,NAmes,Norm,Norm,1Fam,SLvl,5,6,1959,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,4,CBlock,3,3,0,0,1,294.0,102.0,1144.0,GasA,3,1,SBrkr,1144,0,1144,1.0,0.0,1,0,3,1,3,6,6,1,3,1,1959.0,2,1.0,796.0,3,3,2,0,0,0,0,0,4,None,0,5,0,WD,Normal,2288.0,2.0,86
947,5,5,85.0,14536,1,0,9,Lvl,9,Inside,3,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,0,2,6,0.0,316.0,1616.0,GasA,5,1,SBrkr,1629,0,1629,1.0,0.0,2,0,3,1,4,9,6,1,4,1,2002.0,0,3.0,808.0,3,3,2,0,0,0,0,0,4,None,0,2,1,WD,Normal,3245.0,3.0,252
948,10,5,65.0,14006,1,0,7,Lvl,9,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,4,6,6,0.0,936.0,936.0,GasA,5,1,SBrkr,936,0,1776,0.0,0.0,2,1,3,1,4,7,6,1,3,1,2002.0,2,2.0,474.0,3,3,2,0,0,0,0,0,4,None,0,4,0,WD,Normal,2712.0,2.5,240
949,5,5,78.0,9360,1,0,9,Lvl,9,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,7,1972,2006,Hip,CompShg,Plywood,Plywood,None,3,3,CBlock,3,3,3,0,6,0.0,179.0,1161.0,GasA,3,1,SBrkr,1381,0,1381,1.0,0.0,1,1,3,1,4,5,6,1,3,1,1972.0,2,2.0,676.0,3,3,2,0,0,0,0,0,4,None,0,5,4,WD,Normal,2542.0,2.5,0
950,5,5,60.0,7200,1,0,9,Lvl,9,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,8,1950,2002,Gable,CompShg,VinylSd,VinylSd,None,3,3,CBlock,3,3,3,0,1,149.0,317.0,864.0,GasA,4,1,SBrkr,864,0,864,1.0,0.0,1,0,3,1,4,5,6,0,0,5,1980.0,2,2.0,720.0,3,3,2,0,0,0,0,0,4,None,0,9,1,WD,Normal,1728.0,2.0,194
951,5,9,60.0,7800,1,0,9,Lvl,9,Corner,3,SawyerW,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,VinylSd,VinylSd,None,3,3,CBlock,3,3,3,1,6,0.0,187.0,828.0,GasA,4,1,SBrkr,965,0,965,1.0,0.0,1,0,3,1,3,6,6,0,0,5,1979.0,3,1.0,300.0,3,3,2,0,0,0,0,0,2,None,0,9,0,WD,Abnorml,1793.0,2.0,421
952,14,5,60.0,7200,1,0,9,Lvl,9,Inside,3,CollgCr,Norm,Norm,1Fam,SFoyer,5,8,1972,2003,Gable,CompShg,WdShing,HdBoard,None,3,4,CBlock,4,3,0,2,6,0.0,108.0,768.0,GasA,4,1,SBrkr,768,0,768,0.0,1.0,1,0,2,1,3,5,6,0,0,5,1974.0,0,1.0,396.0,3,3,2,0,0,0,0,0,2,None,0,6,3,WD,Normal,1536.0,1.5,192
953,10,5,74.0,11075,1,0,7,Lvl,9,Inside,2,Mitchel,Norm,Norm,1Fam,2Story,5,4,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,3,CBlock,3,3,0,0,3,193.0,29.0,784.0,GasA,5,1,SBrkr,1168,0,1968,0.0,1.0,2,1,4,1,3,7,3,1,1,1,1969.0,2,2.0,530.0,3,3,2,0,0,0,0,0,2,Shed,400,11,2,WD,Normal,2752.0,3.0,494
954,15,5,35.0,9400,1,0,7,Lvl,9,CulDSac,3,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1975,1975,Flat,Tar&Grv,WdShing,Plywood,BrkFace,3,3,CBlock,4,4,1,2,6,0.0,0.0,945.0,GasA,3,1,SBrkr,980,0,980,0.0,2.0,2,0,4,0,3,4,6,0,0,6,0.0,1,0.0,0.0,0,0,2,0,0,0,0,0,4,None,0,1,0,WD,AdjLand,1925.0,3.0,0
955,15,9,82.0,7136,1,0,7,HLS,9,Inside,3,Crawfor,Norm,Norm,Duplex,2Story,6,6,1946,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,3,3,CBlock,4,3,3,5,6,0.0,495.0,979.0,GasA,3,0,FuseF,979,0,1958,0.0,0.0,2,0,4,2,3,8,6,0,0,1,1946.0,3,2.0,492.0,3,3,2,0,0,0,0,0,4,None,0,10,1,WD,Normal,2937.0,2.0,0
956,2,8,24.0,1300,1,0,9,Lvl,9,Inside,3,Blueste,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,3,3,CBlock,4,3,3,0,6,0.0,276.0,561.0,GasA,3,1,SBrkr,561,0,1229,0.0,0.0,1,1,2,1,3,5,6,1,3,1,1980.0,0,2.0,462.0,3,3,2,0,0,0,0,0,0,None,0,7,3,WD,Normal,1790.0,1.5,150
957,5,5,70.0,7420,1,0,9,Lvl,9,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,3,3,CBlock,3,3,3,5,6,0.0,640.0,1057.0,GasA,3,1,SBrkr,1057,0,1057,0.0,0.0,1,0,3,1,3,6,6,0,0,5,1977.0,0,2.0,576.0,3,3,2,0,0,0,0,0,4,None,0,6,1,WD,Normal,2114.0,1.0,0
958,5,5,65.0,8450,1,0,9,Lvl,9,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,2,2,6,0.0,638.0,1337.0,GasA,5,1,SBrkr,1337,0,1337,1.0,0.0,2,0,3,1,4,6,6,0,0,1,2003.0,2,2.0,531.0,3,3,2,0,0,0,0,0,4,None,0,1,1,WD,Normal,2674.0,3.0,39
959,2,1,24.0,2572,1,0,9,Lvl,9,FR2,3,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,None,4,3,PConc,4,3,3,0,6,0.0,92.0,696.0,GasA,5,1,SBrkr,696,0,1416,1.0,0.0,2,1,3,1,4,6,6,0,0,5,1999.0,3,2.0,484.0,3,3,2,0,0,0,0,0,4,None,0,7,4,WD,Normal,2112.0,3.5,44
960,5,5,50.0,7207,1,0,7,Lvl,9,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,5,7,1958,2008,Gable,CompShg,Wd Sdng,Plywood,None,3,4,CBlock,3,3,1,1,6,0.0,162.0,858.0,GasA,4,1,SBrkr,858,0,858,1.0,0.0,1,0,2,1,3,4,6,0,0,6,0.0,1,0.0,0.0,0,0,2,0,0,0,0,0,4,None,0,4,4,WD,Normal,1716.0,2.0,117
961,10,5,80.0,12227,1,0,7,Lvl,9,Corner,3,NWAmes,PosN,Norm,1Fam,2Story,6,7,1977,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,4,CBlock,4,4,3,0,6,0.0,434.0,1330.0,GasA,3,1,SBrkr,1542,0,2872,1.0,0.0,2,1,4,1,3,11,6,1,3,1,1977.0,0,2.0,619.0,3,3,2,0,0,0,0,0,4,None,0,9,2,WD,Normal,4202.0,3.5,832
962,2,5,24.0,2308,1,0,9,Lvl,9,Corner,3,NPkVill,Norm,Norm,TwnhsE,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,3,3,CBlock,4,3,3,0,6,0.0,248.0,804.0,GasA,3,1,SBrkr,804,0,1548,1.0,0.0,2,1,3,1,4,7,6,1,3,5,1976.0,3,2.0,440.0,3,3,2,0,0,0,0,0,4,None,0,9,1,WD,Normal,2352.0,3.5,48
963,5,5,122.0,11923,1,0,7,Lvl,9,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,9,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,5,3,3,6,6,0.0,1800.0,1800.0,GasA,5,1,SBrkr,1800,0,1800,0.0,0.0,2,0,2,1,5,7,6,0,0,1,2007.0,0,2.0,702.0,3,3,2,0,0,0,0,0,4,None,0,7,3,WD,Normal,3600.0,2.0,424
964,10,5,80.0,11316,1,0,9,Lvl,9,Corner,3,Timber,Norm,Norm,1Fam,2Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,3,2,6,0.0,193.0,817.0,GasA,5,1,SBrkr,824,0,1894,1.0,0.0,2,1,4,1,4,8,6,1,4,3,2002.0,0,2.0,510.0,3,3,2,0,0,0,0,0,4,None,0,4,4,WD,Normal,2711.0,3.5,40
965,10,5,65.0,10237,1,0,9,Lvl,9,Inside,3,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,3,6,6,0.0,783.0,783.0,GasA,5,1,SBrkr,783,0,1484,0.0,0.0,2,1,3,1,4,8,6,1,4,1,2005.0,0,2.0,393.0,3,3,2,0,0,0,0,0,4,None,0,9,1,New,Partial,2267.0,2.5,72
966,9,5,130.0,9600,1,0,7,HLS,9,Inside,3,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,4,4,BrkTil,3,2,3,5,6,0.0,300.0,728.0,GasA,5,1,SBrkr,976,0,1308,1.0,0.0,1,1,2,1,3,7,3,2,3,5,1940.0,3,1.0,256.0,3,3,2,0,0,0,0,0,4,None,0,8,3,WD,Normal,2036.0,2.5,70
967,5,5,73.0,7390,1,0,7,Lvl,9,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,3,3,CBlock,3,3,3,0,6,0.0,196.0,1098.0,GasA,3,1,SBrkr,1098,0,1098,1.0,0.0,1,0,3,1,3,6,6,0,0,1,1955.0,3,1.0,260.0,3,3,2,0,0,0,0,0,4,None,0,9,2,WD,Normal,2196.0,2.0,0
968,9,8,50.0,5925,1,0,9,Lvl,9,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,3,6,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,3,3,BrkTil,3,3,3,6,6,0.0,600.0,600.0,Grav,2,0,SBrkr,600,0,968,0.0,0.0,1,0,2,1,3,6,6,0,0,6,0.0,1,0.0,0.0,0,0,2,0,0,0,0,0,1,None,0,7,3,WD,Abnorml,1568.0,1.0,0
969,4,5,75.0,10382,1,0,9,Lvl,9,Inside,3,NAmes,Norm,Norm,2fmCon,SLvl,6,5,1958,1958,Hip,CompShg,HdBoard,HdBoard,BrkFace,3,2,CBlock,3,3,1,0,6,0.0,75.0,588.0,GasA,3,1,SBrkr,1095,0,1095,1.0,0.0,1,0,2,1,3,6,6,0,0,1,1958.0,2,1.0,264.0,3,3,2,0,0,0,0,0,4,None,0,5,0,ConLD,Normal,1683.0,2.0,0
970,9,5,60.0,10800,1,0,9,Lvl,9,Inside,3,NAmes,Norm,Norm,1Fam,1.5Fin,4,4,1949,1950,Gable,CompShg,AsbShng,AsbShng,None,3,3,CBlock,3,3,3,6,6,0.0,720.0,720.0,GasA,3,0,FuseA,720,0,1192,0.0,0.0,1,1,4,1,3,6,6,0,0,6,0.0,1,0.0,0.0,0,0,2,0,0,0,0,0,4,None,0,3,0,WD,Abnorml,1912.0,1.5,0
971,2,5,36.0,2268,1,0,9,Lvl,9,Inside,3,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,4,3,PConc,4,3,3,2,6,0.0,197.0,764.0,GasA,5,1,SBrkr,764,0,1626,0.0,0.0,2,0,2,1,4,6,6,0,0,3,2003.0,2,2.0,474.0,3,3,2,0,0,0,0,0,4,None,0,9,3,WD,Normal,2390.0,2.0,27
972,0,5,55.0,7892,1,0,9,Lvl,9,Inside,3,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,3,3,CBlock,4,3,3,6,6,0.0,918.0,918.0,GasA,3,1,SBrkr,918,0,918,0.0,0.0,2,0,2,1,3,5,6,1,3,1,1979.0,3,1.0,264.0,3,3,2,0,0,0,0,0,4,None,0,6,4,WD,Normal,1836.0,2.0,28
973,5,1,95.0,11639,1,0,9,Lvl,9,Corner,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,CemntBd,CmentBd,None,4,3,PConc,4,3,3,6,6,0.0,1428.0,1428.0,GasA,5,1,SBrkr,1428,0,1428,0.0,0.0,2,0,3,1,4,6,6,0,0,1,2007.0,0,2.0,480.0,3,3,2,0,0,0,0,0,4,None,0,3,2,New,Partial,2856.0,2.0,120
974,11,5,60.0,11414,1,0,7,Lvl,9,Corner,3,BrkSide,RRAn,Feedr,1Fam,2Story,7,8,1910,1993,Gable,CompShg,HdBoard,HdBoard,None,3,4,BrkTil,4,3,3,6,6,0.0,728.0,728.0,GasA,3,0,SBrkr,1136,0,2019,0.0,0.0,1,0,3,1,4,8,6,0,0,5,1997.0,3,2.0,532.0,3,3,2,0,0,0,0,0,0,None,0,1,3,WD,Normal,2747.0,1.0,644
975,2,1,72.5,2651,1,0,9,Lvl,9,FR2,3,Somerst,Norm,Norm,Twnhs,2Story,7,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,None,4,3,PConc,4,3,3,2,6,0.0,32.0,673.0,GasA,5,1,SBrkr,673,0,1382,1.0,0.0,2,1,3,1,4,6,6,0,0,5,2000.0,3,2.0,490.0,3,3,2,0,0,0,0,0,4,None,0,6,0,WD,Normal,2055.0,3.5,203
976,6,5,51.0,5900,1,0,7,Bnk,9,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,4,7,1923,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,3,PConc,4,3,3,6,6,0.0,440.0,440.0,GasA,3,1,FuseA,869,0,869,0.0,0.0,1,0,2,1,2,4,6,0,0,6,0.0,1,0.0,0.0,0,0,2,0,0,0,0,0,4,None,0,10,0,WD,Normal,1309.0,1.0,0
977,0,1,35.0,4274,1,6,7,Lvl,9,Inside,3,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,3,2,6,0.0,135.0,1241.0,GasA,5,1,SBrkr,1241,0,1241,1.0,0.0,1,1,1,1,4,4,6,0,0,1,2007.0,0,2.0,569.0,3,3,2,0,0,0,0,0,4,None,0,2,1,New,Partial,2482.0,2.5,116
