,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,YrBltAndRemod,TotalSF,Total_sqr_footage,Total_Bathrooms,Total_porch_sf,haspool,has2ndfloor,hasgarage,hasbsmt,hasfireplace
343,120,RL,17.790097597019674,13.935688773373174,None,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,3.9915168749775227,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,32.80946933370566,Ex,TA,PConc,Ex,TA,No,GLQ,13.847996832420499,Unf,0.0,125.70764528676052,764.8449579457047,GasA,Ex,Y,SBrkr,6.452112852677157,0.0,0.0,8.334349955168708,0.0,0.0,2,0.0,2,0.7509568577639583,Ex,1.9965773170801218,Typ,0.9033340459133361,Ex,Attchd,2005.0,RFn,2.0,564.0,TA,TA,Y,77.9111444435063,13.175560393207979,0.0,0.0,0.0,0.0,None,None,0.0,7,2008,WD,Normal,4010,771.2970707983818,20.300109685097656,2.0,91.08670483671428,0,0,1,1,1
344,160,RM,12.438746253954333,11.341974462535841,None,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,2.539439466614295,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,No,Rec,42.60796803464225,BLQ,8.894220185085109,32.941258790561136,280.13693015306075,GasA,TA,Y,SBrkr,5.576318345694092,683.2607531429768,0.0,7.817945881622067,0.0,0.0,1,1.068836635008358,3,0.7509568577639583,TA,1.643995077834327,Typ,0.0,None,Attchd,1976.0,Unf,1.0,336.0,TA,TA,Y,40.79917002647822,0.0,0.0,0.0,0.0,0.0,None,None,0.0,4,2010,WD,Normal,3952,968.9740016417317,740.3392597083982,1.534418317504179,40.79917002647822,0,1,1,1,0
345,50,RL,18.144573408893123,13.235518497324753,None,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,3.9915168749775227,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,91.8247659000422,472.3224426972596,GasA,Gd,Y,SBrkr,6.036404670427038,718.768850048422,0.0,8.252220219110388,0.0,0.0,1,0.0,3,0.7509568577639583,Fa,1.9965773170801218,Typ,0.9033340459133361,Gd,Detchd,1939.0,Unf,1.0,312.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,0.0,10,2006,WD,Normal,3889,1197.1276974161087,724.805254718849,1.0,0.0,0,1,1,1,1
346,20,RL,19.51999147701275,14.767033306126024,None,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6.000032966802397,1960,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,112.38004167391506,Unf,0.0,58.90597121173273,466.3488464748843,GasA,TA,Y,SBrkr,6.025312404962139,0.0,0.0,7.634083731931577,0.0,0.0,1,0.0,2,0.7509568577639583,TA,1.8346586108242808,Typ,0.0,None,Attchd,1960.0,RFn,1.0,301.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,Gar2,10.498740692520999,4,2007,WD,Normal,3958,472.37415887984645,118.4053540788772,1.0,0.0,0,0,1,1,0
347,20,RL,19.51999147701275,15.515845779377868,None,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3.9915168749775227,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,7.671207991864636,TA,TA,CBlock,TA,TA,No,BLQ,218.78032361823168,Unf,0.0,36.57831807418071,682.1516404562373,GasA,Ex,Y,FuseA,6.354200384696703,0.0,0.0,8.171271537861415,0.9934397235753302,0.0,2,0.0,3,0.7509568577639583,TA,1.9965773170801218,Typ,1.6882543888973123,Gd,Attchd,1960.0,Unf,2.0,498.0,TA,TA,Y,0.0,9.643047482734508,0.0,0.0,0.0,0.0,None,None,0.0,12,2009,WD,Normal,3920,688.505840840934,225.13452400292837,2.9934397235753303,9.643047482734508,0,0,1,1,1
348,160,RL,12.438746253954333,11.227962209108997,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,3.9915168749775227,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,14.511350471646177,Gd,TA,PConc,Gd,TA,No,GLQ,124.20500482356407,Unf,0.0,34.737423207564426,382.3704817184047,GasA,Ex,Y,SBrkr,5.851519177898049,1035.5637565727443,0.0,8.290480560578043,0.9934397235753302,0.0,2,1.068836635008358,2,0.7509568577639583,Gd,1.9965773170801218,Typ,0.0,None,BuiltIn,2003.0,RFn,2.0,474.0,TA,TA,Y,0.0,7.765584494492341,0.0,0.0,0.0,0.0,None,None,0.0,10,2008,WD,Normal,4007,1423.785757469047,1165.6202805742064,3.5278580410795093,7.765584494492341,0,1,1,1,0
349,60,RL,16.511594430550254,15.871460642289032,None,IR2,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,3.9915168749775227,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,38.27645227119968,Ex,TA,PConc,Ex,TA,No,GLQ,235.64005057040185,Unf,0.0,57.2088929392396,829.7792606864202,GasA,Ex,Y,SBrkr,6.521550527886133,1057.8763496258218,0.0,8.942994498983476,0.9934397235753302,0.0,2,1.068836635008358,4,0.7509568577639583,Ex,2.4751418488716745,Typ,1.6882543888973123,Ex,Attchd,2006.0,Fin,3.0,706.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,0.0,4,2006,New,Partial,4011,1894.1771608401282,1300.0379507241098,3.5278580410795093,0.0,0,1,1,1,1
350,120,RL,18.668047203263406,13.661633783299676,None,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,3.9915168749775227,2007,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,25.798175209168,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,134.97637604696786,838.0412046498859,GasA,Ex,Y,SBrkr,6.529976561614461,0.0,0.0,8.465094098900137,0.0,0.0,2,0.0,2,0.7509568577639583,Ex,1.9965773170801218,Typ,0.9033340459133361,Gd,Attchd,2007.0,RFn,2.0,617.0,TA,TA,Y,44.781581973526244,11.326811565827002,0.0,0.0,0.0,0.0,None,None,0.0,12,2007,New,Partial,4014,844.5711812115004,6.529976561614461,2.0,56.108393539353244,0,0,1,1,1
351,120,RL,20.754414095442506,12.806884612160953,None,IR1,Low,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,3.9915168749775227,1986,1986,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,195.24961427326716,Unf,0.0,51.806466811039755,672.0223021668252,GasA,Gd,Y,SBrkr,6.341363010209563,0.0,0.0,8.149999119049811,0.9934397235753302,0.0,1,1.068836635008358,2,0.7509568577639583,Gd,1.9965773170801218,Typ,0.9033340459133361,TA,Attchd,1986.0,RFn,2.0,445.0,TA,TA,Y,0.0,13.916248223371127,0.0,0.0,23.91678992262504,0.0,None,None,0.0,12,2006,WD,Abnorml,3972,678.3636651770347,201.59097728347672,2.5278580410795093,37.83303814599617,0,0,1,1,1
352,50,RL,17.24965123682584,13.994179965950094,None,Reg,Lvl,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,4.679500606095132,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,Mn,LwQ,65.8550226549473,Rec,10.16821740300066,0.0,316.5266608719842,GasA,TA,N,SBrkr,5.684766325990526,584.3921168881675,0.0,7.8168336238127285,0.0,0.7108953440828516,1,0.0,3,0.7509568577639583,TA,1.8346586108242808,Typ,0.0,None,Detchd,1941.0,Unf,1.0,200.0,TA,Fa,Y,16.875361296385748,0.0,0.0,0.0,0.0,0.0,None,None,0.0,3,2008,ConLw,Normal,3891,906.6035440861422,666.100123272106,1.355447672041426,16.875361296385748,0,1,1,1,0
353,30,RM,17.24965123682584,13.851375762469065,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,6.000032966802397,1928,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,70.62443782123782,320.13224633590636,GasA,Gd,Y,SBrkr,5.805716100365851,0.0,0.0,7.284222041450837,0.0,0.0,1,0.0,2,0.7509568577639583,TA,1.8346586108242808,Typ,0.0,None,Detchd,2005.0,Unf,2.0,484.0,TA,TA,Y,28.627829708089777,0.0,0.0,0.0,0.0,0.0,None,None,0.0,5,2010,WD,Normal,3931,325.9379624362722,5.805716100365851,1.0,28.627829708089777,0,0,1,1,0
354,50,RL,17.24965123682584,13.81988298890005,None,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,3.9915168749775227,1940,2000,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,94.03236001541046,Unf,0.0,65.66173155921689,458.6525896607428,GasA,Ex,Y,SBrkr,6.191755157991803,472.72416018452117,0.0,8.26640721126854,0.0,0.0,1,0.0,2,0.7509568577639583,TA,1.9965773170801218,Typ,1.6882543888973123,Gd,Attchd,1940.0,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,11.084836173830944,0.0,0.0,0.0,None,None,0.0,6,2006,WD,Normal,3940,937.5685050032557,572.9482753579234,1.0,11.084836173830944,0,1,1,1,1
355,20,RL,24.491320251937033,14.476310338611809,None,IR2,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,3.9915168749775227,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,84.47411630660322,BLQ,11.163730054383441,47.591981768588596,568.2188453491601,GasA,Ex,Y,SBrkr,6.196827819347475,0.0,0.0,7.912215567480055,0.9934397235753302,0.0,2,0.0,3,0.7509568577639583,Gd,1.9965773170801218,Typ,0.0,None,Attchd,1995.0,RFn,2.0,521.0,TA,TA,Y,0.0,7.602879645399355,0.0,0.0,0.0,0.0,None,None,0.0,8,2007,WD,Normal,3990,574.4156731685076,101.83467418033413,2.9934397235753303,7.602879645399355,0,0,1,1,0
356,20,RL,17.967900644841432,14.034187518753768,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,4.679500606095132,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,14.511350471646177,TA,TA,PConc,Gd,TA,No,GLQ,122.18952173810823,Unf,0.0,68.86148553943254,550.7368623214956,GasA,Gd,Y,SBrkr,6.175672268697202,0.0,0.0,7.877674306397989,0.9934397235753302,0.0,2,0.0,3,0.7509568577639583,Gd,1.9965773170801218,Typ,0.0,None,Attchd,1992.0,RFn,2.0,400.0,TA,TA,Y,31.064434802067282,7.602879645399355,0.0,0.0,0.0,0.0,None,None,0.0,7,2009,WD,Normal,3984,556.9125345901928,128.36519400680544,2.9934397235753303,38.66731444746664,0,0,1,1,0
357,120,RM,14.156637490521918,12.339959263451128,None,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,3.9915168749775227,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,167.75853752741133,Unf,0.0,42.62258526384458,544.0565337444233,GasA,TA,Y,SBrkr,6.159227697477405,0.0,0.0,7.850870786737411,0.9934397235753302,0.0,1,1.068836635008358,3,0.7509568577639583,TA,1.9965773170801218,Typ,0.9033340459133361,Po,Attchd,1976.0,Fin,2.0,528.0,TA,TA,Y,81.99510272564028,14.787780377608383,0.0,0.0,0.0,0.0,MnPrv,None,0.0,8,2007,WD,Normal,3952,550.2157614419007,173.91776522488874,2.5278580410795093,96.78288310324866,0,0,1,1,1
358,80,RL,22.559235642729544,13.396651660081984,None,IR1,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,3.2801001214816288,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,15.404332770005494,TA,TA,CBlock,TA,TA,Av,BLQ,78.22334946805805,Rec,9.492406892260151,59.51463047122384,510.47712334800786,GasA,Ex,Y,FuseF,6.287055904491283,0.0,0.0,8.06028561094608,0.0,0.7108953440828516,1,0.0,3,0.7509568577639583,Gd,1.9965773170801218,Min2,0.0,None,BuiltIn,1958.0,Unf,1.0,288.0,TA,TA,Y,38.72394918933574,0.0,16.50893981862573,0.0,0.0,0.0,None,None,0.0,7,2006,WD,Abnorml,3916,516.7641792524992,94.00281226480948,1.355447672041426,55.232889007961475,0,0,1,1,0
359,60,RL,20.34838519711356,14.625971408270578,None,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,3.9915168749775227,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,30.66505781795502,Gd,TA,PConc,Gd,TA,Av,GLQ,178.80383331956028,Unf,0.0,27.479900846393083,520.5828166408298,GasA,Ex,Y,SBrkr,6.120993911499078,1005.8366430102209,0.0,8.501549076432173,0.9934397235753302,0.0,2,1.068836635008358,3,0.7509568577639583,Gd,2.137369407365849,Typ,0.9033340459133361,TA,Attchd,1998.0,RFn,2.0,592.0,TA,TA,Y,44.50387523008002,13.45829532853751,0.0,0.0,34.548005010940024,0.0,None,None,0.0,6,2006,WD,Normal,3996,1532.5404535625498,1190.7614702412802,3.5278580410795093,92.51017556955756,0,1,1,1,1
360,85,RL,19.687482779490473,13.581369568706796,None,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,4.679500606095132,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,153.72495081427812,Unf,0.0,25.489164482903178,436.3149231493154,GasA,Ex,Y,SBrkr,5.987644716814115,0.0,0.0,7.573578530816267,0.9934397235753302,0.0,1,0.0,2,0.7509568577639583,TA,1.8346586108242808,Typ,0.9033340459133361,TA,Attchd,1978.0,RFn,2.0,470.0,TA,TA,Y,0.0,0.0,0.0,0.0,24.456260411269174,0.0,MnPrv,None,0.0,6,2007,WD,Normal,3956,442.3025678661295,159.71259553109223,1.9934397235753303,24.456260411269174,0,0,1,1,1
361,50,RL,15.558091112452379,14.00889269665813,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,3.9915168749775227,1940,1982,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,95.93017008294716,Unf,0.0,60.71903496409669,434.15867207684937,GasA,Gd,Y,SBrkr,6.048880289348927,611.1979131373375,0.0,8.193857645310795,0.9934397235753302,0.0,1,0.0,3,0.7509568577639583,TA,2.261968016798387,Typ,0.0,None,Detchd,1940.0,Unf,1.0,240.0,TA,TA,N,0.0,0.0,0.0,0.0,0.0,0.0,None,None,0.0,7,2008,WD,Normal,3922,1051.4054655035359,713.1769635096337,1.9934397235753303,0.0,0,1,1,1,0
362,85,RL,17.967900644841432,13.510678907953004,None,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,7,3.9915168749775227,2003,2003,Gable,CompShg,HdBoard,HdBoard,BrkFace,29.8698108189167,Gd,TA,Slab,None,None,None,None,0.0,None,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,5.514031576877635,1741.7948548162155,0.0,8.50024123598883,0.0,0.0,3,0.0,4,0.7509568577639583,Gd,2.137369407365849,Typ,0.9033340459133361,Ex,BuiltIn,2003.0,RFn,2.0,672.0,TA,TA,Y,0.0,0.0,13.53743771342141,0.0,0.0,0.0,None,None,0.0,7,2009,ConLD,Normal,4006,1747.3088863930932,1747.3088863930932,3.0,13.53743771342141,0,1,1,0,1
363,160,RM,8.726308167384271,10.491272313547405,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6.000032966802397,1972,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,30.137894904376868,TA,TA,CBlock,TA,TA,No,ALQ,50.23201692407214,Unf,0.0,47.50327986897237,255.66132923443922,GasA,Gd,Y,SBrkr,5.494785655193535,595.3536586810319,0.0,7.67079826449058,0.0,0.0,1,1.068836635008358,2,0.7509568577639583,Gd,1.8346586108242808,Typ,0.0,None,Detchd,1972.0,Unf,1.0,264.0,TA,TA,Y,50.147042695409056,0.0,0.0,0.0,0.0,0.0,None,None,0.0,5,2009,WD,Normal,3979,856.5097735706647,651.0804612602976,1.534418317504179,50.147042695409056,0,1,1,1,0
364,60,RL,20.67362593393017,15.672525910711578,None,IR1,Lvl,FR2,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,3.9915168749775227,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,15.404332770005494,TA,TA,PConc,Gd,TA,Mn,GLQ,144.98876368615032,Unf,0.0,20.994520571985383,396.38900872686554,GasA,TA,Y,SBrkr,5.877315339604362,939.0504077047208,0.0,8.249840475529451,0.9934397235753302,0.0,2,1.068836635008358,3,0.7509568577639583,TA,1.9965773170801218,Typ,0.9033340459133361,TA,Attchd,1976.0,Fin,2.0,566.0,TA,TA,Y,57.154420238225356,16.460884878905887,0.0,0.0,0.0,0.0,None,None,0.0,7,2006,WD,Normal,3952,1341.3167317711907,1089.9164867304755,3.5278580410795093,73.61530511713124,0,1,1,1,1
365,70,RM,17.067066503509622,14.360522477289921,None,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,5.348040535865468,1920,1997,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Fa,No,Rec,105.53074201890122,Unf,0.0,37.422803636439816,341.64851719931465,GasA,Gd,Y,FuseA,5.752312985694019,801.0071913238459,0.0,8.052904414804027,0.0,0.0,1,0.0,3,0.7509568577639583,TA,1.9965773170801218,Typ,0.0,None,Detchd,1964.0,Unf,1.0,468.0,TA,Fa,Y,0.0,17.692765264568248,14.697838832460903,0.0,0.0,0.0,None,None,0.0,7,2009,WD,Normal,3917,1148.4080215088545,912.2902463284411,1.0,32.390604097029154,0,1,1,1,0
366,20,RL,19.51999147701275,14.09441946152096,None,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3.9915168749775227,1963,1963,Gable,CompShg,Plywood,Plywood,BrkFace,21.641727143123106,TA,TA,CBlock,Gd,TA,No,BLQ,129.71770271786434,Unf,0.0,80.92216685658464,648.030632751608,GasA,Gd,Y,SBrkr,6.3101343426118515,0.0,0.0,8.098355754303398,0.9934397235753302,0.0,1,1.068836635008358,3,0.7509568577639583,TA,1.9965773170801218,Typ,1.6882543888973123,Gd,Attchd,1963.0,RFn,2.0,514.0,TA,TA,Y,0.0,13.551177465408449,0.0,0.0,23.984871432131225,0.0,None,None,0.0,7,2009,WD,Normal,3926,654.3407670942198,136.0278370604762,2.5278580410795093,37.53604889753967,0,0,1,1,1
367,80,RL,23.90785576901578,14.010359125172531,None,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,3.9915168749775227,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,23.852356148425393,TA,TA,CBlock,Gd,TA,Gd,GLQ,91.06800398331465,Unf,0.0,77.38761392970517,526.0451606863986,GasA,Gd,Y,SBrkr,6.329874985650482,0.0,0.0,8.13098394831101,0.0,0.7108953440828516,1,0.0,3,0.7509568577639583,TA,1.9965773170801218,Typ,0.9033340459133361,Gd,Basment,1962.0,RFn,1.0,296.0,TA,TA,Y,20.47712887892327,16.385325924340354,0.0,0.0,0.0,0.0,None,None,0.0,12,2008,WD,Normal,3924,532.3750356720491,97.39787896896513,1.355447672041426,36.862454803263624,0,0,1,1,1
368,20,RL,20.34838519711356,13.65598823274354,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4.679500606095132,1954,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,19.617633449645552,TA,TA,PConc,TA,TA,No,LwQ,119.06172734688519,Unf,0.0,77.38761392970517,596.3639619588436,GasA,Gd,Y,SBrkr,6.23857896863314,0.0,0.0,7.980579943269712,0.0,0.0,1,0.0,2,0.7509568577639583,TA,2.137369407365849,Typ,0.9033340459133361,Gd,Attchd,1954.0,Fin,1.0,244.0,TA,TA,Y,0.0,15.447852194730855,0.0,0.0,0.0,0.0,None,None,0.0,3,2010,WD,Normal,3908,602.6025409274768,125.30030631551833,1.0,15.447852194730855,0,0,1,1,1
369,20,RL,19.51999147701275,14.171129074336118,None,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5.348040535865468,1959,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,27.875418415612373,Rec,9.159522207585873,77.7021935922729,510.89875425177934,GasA,Ex,Y,SBrkr,6.249829852414111,0.0,0.0,7.9990471033882775,0.9934397235753302,0.0,1,0.0,3,0.7509568577639583,Gd,2.137369407365849,Typ,0.9033340459133361,Gd,Detchd,1997.0,Fin,2.0,576.0,TA,TA,Y,63.92909896172938,5.959012546691296,0.0,0.0,23.780056571035487,0.0,None,None,0.0,3,2010,WD,Normal,3965,517.1485841041934,43.284770475612355,1.9934397235753303,93.66816807945617,0,0,1,1,1
370,60,RL,17.967900644841432,13.74504671266813,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,3.9915168749775227,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,90.75978335572403,464.2128071337328,GasA,Ex,Y,SBrkr,6.021310061365146,848.9988097823709,0.0,8.3193902807274,0.0,0.0,2,1.068836635008358,3,0.7509568577639583,TA,2.137369407365849,Typ,0.9033340459133361,TA,Attchd,2000.0,RFn,2.0,460.0,TA,TA,Y,27.547832545927704,9.643047482734508,0.0,0.0,0.0,0.0,None,None,0.0,1,2006,WD,Normal,4000,1319.2329269774689,855.0201198437361,2.534418317504179,37.190880028662214,0,1,1,1,1
371,50,RL,20.67362593393017,15.450431702490686,None,Reg,Lvl,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,3.2801001214816288,1959,1959,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,CBlock,None,None,None,None,0.0,None,0.0,0.0,0.0,GasA,TA,Y,SBrkr,6.144444360450524,551.5457945735371,0.0,8.260908572405578,0.0,0.0,2,0.0,4,0.7509568577639583,TA,2.137369407365849,Min2,0.9033340459133361,Gd,Detchd,1991.0,Fin,2.0,680.0,TA,TA,N,0.0,11.870002620062968,0.0,0.0,0.0,0.0,None,None,0.0,7,2008,WD,Normal,3918,557.6902389339876,557.6902389339876,2.0,11.870002620062968,0,1,1,0,1
372,120,RL,15.362900421095816,13.472557336405742,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,3.9915168749775227,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,131.83551368929406,LwQ,7.369772875956723,0.0,373.57211541436266,GasA,TA,Y,SBrkr,5.839304405991037,0.0,0.0,7.337288804117648,0.9934397235753302,0.0,1,0.0,2,0.7509568577639583,TA,1.643995077834327,Typ,0.0,None,Attchd,1984.0,Unf,1.0,264.0,TA,TA,Y,62.67668461035135,0.0,0.0,0.0,16.34682004853317,0.0,MnPrv,None,0.0,2,2010,WD,Normal,3968,379.4114198203537,145.04459097124183,1.9934397235753303,79.02350465888452,0,0,1,1,0
373,20,RL,20.511426866692936,14.34862058377991,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4.679500606095132,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,100.86159910267692,LwQ,8.279526333379534,0.0,312.91527742093996,GasA,TA,Y,SBrkr,6.268394515393771,0.0,0.0,8.029560690309225,0.9934397235753302,0.0,1,0.0,3,0.7509568577639583,TA,1.8346586108242808,Min2,0.0,None,Attchd,1953.0,Unf,1.0,270.0,TA,TA,Y,20.902922628009605,0.0,0.0,0.0,0.0,0.0,GdWo,None,0.0,11,2009,WD,Normal,3906,319.1836719363337,115.40951995145022,1.9934397235753303,20.902922628009605,0,0,1,1,0
374,60,RL,18.144573408893123,13.766471889278591,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,3.9915168749775227,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,84.64676692302326,418.58843542283626,GasA,Ex,Y,SBrkr,5.930913741013884,1307.95701108652,0.0,8.504160809398504,0.0,0.0,2,1.068836635008358,4,0.7509568577639583,Gd,2.261968016798387,Typ,0.9033340459133361,Gd,BuiltIn,2003.0,Fin,2.0,434.0,TA,TA,Y,27.547832545927704,10.637927125345108,0.0,0.0,0.0,0.0,None,None,0.0,7,2007,WD,Normal,4007,1732.4763602503701,1313.8879248275339,2.534418317504179,38.18575967127281,0,1,1,1,1
375,30,RL,18.056376782098152,14.214236652027868,None,IR1,Low,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,1,0.9264013737767249,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,BrkTil,Fa,Po,Gd,BLQ,87.35051349571388,Unf,0.0,48.56021513061111,346.55209491735536,GasA,Gd,N,FuseA,5.980892940486732,0.0,0.0,7.562754974104643,0.9934397235753302,0.0,0,1.068836635008358,1,0.7509568577639583,Fa,1.643995077834327,Maj1,0.0,None,None,0.0,None,0.0,0.0,None,None,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,0.0,3,2009,WD,Normal,3872,352.5329878578421,93.33140643620061,1.5278580410795093,0.0,0,0,0,1,0
376,85,RL,16.698069193352246,13.934932964201616,None,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,3.9915168749775227,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,77.84937242521144,Unf,0.0,67.06613386445365,428.54531968886084,GasA,Ex,Y,SBrkr,5.989323058057118,0.0,0.0,7.576270050277231,0.0,0.0,1,0.0,2,0.7509568577639583,TA,1.8346586108242808,Typ,0.0,None,Detchd,1998.0,Unf,2.0,576.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,0.0,7,2006,WD,Normal,3992,434.53464274691794,83.83869548326857,1.0,0.0,0,0,1,1,0
