,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Total_SF,Total_Bathrooms,Total_porch_sf,Alley_0,Alley_3,Alley_6,Utilities_7,Utilities_9,BldgType_2,BldgType_4,BldgType_5,BldgType_7,ExterQual_2,ExterQual_3,ExterQual_4,ExterQual_5,BsmtQual_0,BsmtQual_2,BsmtQual_3,BsmtQual_4,BsmtQual_5,BsmtCond_0,BsmtCond_1,BsmtCond_2,BsmtCond_3,BsmtCond_4,BsmtExposure_0,BsmtExposure_1,BsmtExposure_2,BsmtExposure_3,BsmtExposure_5,BsmtFinType1_0,BsmtFinType1_1,BsmtFinType1_2,BsmtFinType1_3,BsmtFinType1_4,BsmtFinType1_5,BsmtFinType1_6,BsmtFinType2_0,BsmtFinType2_1,BsmtFinType2_2,BsmtFinType2_3,BsmtFinType2_4,BsmtFinType2_5,BsmtFinType2_6,KitchenQual_2,KitchenQual_3,KitchenQual_4,KitchenQual_5,FireplaceQu_0,FireplaceQu_1,FireplaceQu_2,FireplaceQu_3,FireplaceQu_4,FireplaceQu_5,GarageFinish_0,GarageFinish_1,GarageFinish_2,GarageFinish_3,GarageQual_0,GarageQual_1,GarageQual_2,GarageQual_3,GarageQual_4,GarageQual_5,GarageCond_0,GarageCond_1,GarageCond_2,GarageCond_3,GarageCond_4,GarageCond_5,PoolQC_0,PoolQC_2,PoolQC_4,PoolQC_5,SalePrice
131,10,5,0.0,12224,9,7,7,4,3,8,2,2,5,6,5,107,50,5,1,12,13,1,40.0,3,6,695.0,0.0,297.0,992.0,1,5,1,4,1022,1032,0,2054,1.0,0.0,2,1,3,1,7,6,1,3,92,2.0,390.0,2,24,48,0,0,0,0,4,1,0,9,3,8,6,3046.0,3.5,72,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,244000
132,5,5,75.0,7388,9,9,7,4,3,12,2,2,2,5,6,66,52,5,1,8,8,2,0.0,3,5,405.0,0.0,658.0,1063.0,1,4,1,4,1327,0,0,1327,1.0,0.0,1,0,3,1,7,6,0,5,66,2.0,624.0,2,0,0,0,0,0,0,4,1,0,9,1,8,6,2390.0,2.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,150750
133,5,5,0.0,6853,9,7,7,2,3,23,2,2,2,8,5,108,52,5,1,12,13,1,136.0,3,6,1005.0,0.0,262.0,1267.0,1,5,1,4,1296,0,0,1296,1.0,0.0,2,0,2,1,6,6,0,1,93,2.0,471.0,2,192,25,0,0,0,0,4,1,0,8,3,8,6,2563.0,3.0,217,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,220000
134,5,5,78.0,10335,9,7,7,2,3,19,2,2,2,5,6,75,43,5,1,9,10,2,0.0,3,5,570.0,0.0,891.0,1461.0,1,4,1,4,1721,0,0,1721,0.0,0.0,2,1,3,1,7,2,1,1,60,2.0,440.0,2,0,96,180,0,0,0,2,1,0,9,0,8,6,3182.0,2.5,276,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,180000
135,5,5,80.0,10400,9,9,7,2,3,14,2,2,2,7,6,77,20,3,1,9,10,1,288.0,3,6,0.0,0.0,1304.0,1304.0,1,4,1,4,1682,0,0,1682,0.0,0.0,2,0,3,1,7,6,1,1,62,2.0,530.0,2,98,0,0,0,0,0,2,1,0,7,2,8,6,2986.0,2.0,98,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,174000
136,5,5,0.0,10355,9,7,7,4,3,12,2,2,2,5,5,74,17,5,1,8,8,1,196.0,3,5,695.0,0.0,519.0,1214.0,1,3,1,4,1214,0,0,1214,0.0,0.0,2,0,3,1,5,6,1,1,59,1.0,318.0,2,0,111,0,0,0,0,4,1,0,9,1,8,6,2428.0,2.0,111,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,143000
137,15,5,82.0,11070,9,9,7,2,3,11,2,2,2,7,5,95,39,5,1,12,13,1,70.0,3,5,0.0,0.0,1907.0,1907.0,1,4,1,4,1959,0,0,1959,0.0,0.0,3,0,5,2,9,6,0,0,81,3.0,766.0,2,0,0,0,0,0,0,4,1,0,9,0,8,2,3866.0,3.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,171000
138,10,5,73.0,9066,9,7,7,2,3,5,2,2,5,8,5,106,50,5,1,12,13,1,320.0,3,6,668.0,0.0,336.0,1004.0,1,5,1,4,1004,848,0,1852,0.0,0.0,2,1,3,1,7,6,2,1,91,3.0,660.0,2,224,106,0,0,0,0,0,1,0,3,2,8,6,2856.0,2.5,330,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,230000
139,10,5,65.0,15426,9,7,7,2,3,5,2,2,5,6,5,104,47,5,1,12,13,2,0.0,3,6,821.0,0.0,107.0,928.0,1,5,1,4,928,836,0,1764,1.0,0.0,2,1,3,1,7,6,0,1,89,2.0,470.0,2,276,99,0,0,0,0,2,1,0,10,3,8,6,2692.0,3.5,375,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,231500
140,5,5,70.0,10500,9,9,7,7,3,12,2,2,2,4,5,78,21,5,1,6,6,2,0.0,3,5,432.0,0.0,432.0,864.0,1,3,1,4,864,0,0,864,0.0,0.0,1,0,3,1,5,6,1,6,0,0.0,0.0,2,0,0,0,0,0,0,4,1,0,6,4,4,6,1728.0,1.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,115000
141,5,5,78.0,11645,9,9,7,2,3,5,2,2,2,7,5,112,55,5,1,12,13,2,0.0,3,6,1300.0,0.0,434.0,1734.0,1,5,1,4,1734,0,0,1734,1.0,0.0,2,0,3,1,7,6,0,1,97,2.0,660.0,2,160,24,0,0,0,0,4,1,0,0,0,8,6,3468.0,3.0,184,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,260000
142,9,5,71.0,8520,9,9,7,4,3,12,0,2,0,5,4,59,2,5,1,3,14,2,0.0,2,5,507.0,0.0,403.0,910.0,1,2,1,4,910,475,0,1385,0.0,0.0,2,0,4,1,6,6,0,5,92,2.0,720.0,2,0,0,0,0,0,0,2,1,0,8,4,8,6,2295.0,2.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,166000
143,5,5,78.0,10335,9,7,7,2,3,5,2,2,2,7,5,106,49,5,1,12,13,1,183.0,3,6,679.0,0.0,811.0,1490.0,1,5,1,4,1501,0,0,1501,1.0,0.0,2,0,3,1,6,6,0,1,91,2.0,577.0,2,144,29,0,0,0,0,4,1,0,8,3,8,6,2991.0,3.0,173,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,204000
144,15,8,70.0,9100,9,9,7,2,3,19,5,2,2,5,5,70,13,5,1,6,6,1,336.0,3,5,1332.0,0.0,396.0,1728.0,1,3,1,4,1728,0,0,1728,1.0,0.0,2,0,6,2,10,6,0,5,55,2.0,504.0,2,0,0,0,0,0,0,4,1,0,2,0,4,5,3456.0,3.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,125000
145,2,8,24.0,2522,9,9,7,2,3,7,2,2,5,6,5,111,56,5,1,12,13,3,50.0,3,6,0.0,0.0,970.0,970.0,1,5,1,4,970,739,0,1709,0.0,0.0,2,0,3,1,7,0,0,5,96,2.0,380.0,2,0,40,0,0,0,0,4,1,0,6,0,8,6,2679.0,2.0,40,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,130000
146,6,8,51.0,6120,9,9,7,4,3,3,2,2,2,5,7,41,43,5,1,13,14,2,0.0,3,4,209.0,0.0,506.0,715.0,1,3,1,0,875,0,0,875,1.0,0.0,1,0,2,1,5,6,0,5,24,1.0,180.0,2,48,0,0,0,0,0,4,1,0,2,3,8,6,1590.0,2.0,48,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,105000
147,10,5,0.0,9505,9,7,7,5,3,8,2,2,5,7,5,108,51,5,1,12,13,1,180.0,3,6,0.0,0.0,884.0,884.0,1,5,1,4,884,1151,0,2035,0.0,0.0,2,1,3,1,8,6,1,3,93,2.0,434.0,2,144,48,0,0,0,0,4,1,0,7,4,8,6,2919.0,2.5,192,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,222500
148,5,5,63.0,7500,9,9,7,2,3,20,2,2,2,7,5,111,55,5,1,12,13,1,120.0,3,6,680.0,0.0,400.0,1080.0,1,5,1,4,1080,0,0,1080,1.0,0.0,1,0,3,1,6,6,0,6,0,0.0,0.0,2,0,0,0,0,0,0,4,1,0,6,2,8,6,2160.0,2.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,141000
149,9,8,0.0,6240,9,9,7,2,3,3,2,2,0,5,4,45,0,5,1,8,8,2,0.0,3,4,0.0,0.0,896.0,896.0,1,4,1,0,896,448,0,1344,0.0,0.0,1,0,3,1,7,6,0,5,29,1.0,240.0,2,200,114,0,0,0,0,4,1,0,6,0,8,6,2240.0,1.0,314,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,115000
150,5,5,120.0,10356,9,9,7,4,3,5,2,2,2,5,6,82,25,5,1,6,6,2,0.0,3,5,716.0,0.0,253.0,969.0,1,3,1,4,969,0,0,969,0.0,0.0,1,1,3,1,5,6,0,1,67,2.0,440.0,2,0,0,0,0,0,0,2,1,0,0,1,8,6,1938.0,1.5,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,122000
151,5,5,107.0,13891,9,9,7,2,3,16,2,2,2,8,5,114,58,3,1,12,13,3,436.0,3,6,1400.0,0.0,310.0,1710.0,1,5,1,4,1710,0,0,1710,1.0,0.0,2,0,2,1,6,6,1,1,99,3.0,866.0,2,0,102,0,0,0,0,4,1,0,0,2,6,1,3420.0,3.0,102,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,372402
152,10,5,0.0,14803,9,7,7,5,3,14,2,2,5,6,5,78,21,5,1,6,6,1,252.0,3,5,416.0,0.0,409.0,825.0,1,4,1,4,1097,896,0,1993,0.0,0.0,2,1,4,1,8,6,1,1,63,2.0,495.0,2,0,66,0,0,0,0,1,1,0,8,0,8,6,2818.0,2.5,66,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,190000
153,5,5,0.0,13500,9,9,7,2,3,4,2,2,2,6,7,67,25,6,1,3,10,2,0.0,3,5,429.0,1080.0,93.0,1602.0,1,4,1,4,1252,0,0,1252,1.0,0.0,1,0,1,1,4,6,1,1,52,2.0,564.0,2,409,0,0,0,0,0,4,1,0,5,2,8,6,2854.0,2.0,409,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,235000
154,6,8,84.0,11340,9,9,7,4,3,17,2,2,2,6,5,33,0,5,1,13,14,2,0.0,3,4,0.0,0.0,1200.0,1200.0,1,3,1,0,1200,0,0,1200,0.0,0.0,1,0,4,1,7,6,0,5,16,1.0,312.0,2,0,0,228,0,0,0,4,1,0,5,0,8,2,2400.0,1.0,228,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,125000
155,9,5,60.0,9600,9,9,7,4,3,7,0,2,0,6,5,34,0,5,1,13,14,2,0.0,3,4,0.0,0.0,572.0,572.0,3,2,0,1,572,524,0,1096,0.0,0.0,1,0,2,1,5,6,0,6,0,0.0,0.0,0,0,8,128,0,0,0,4,1,0,6,2,8,6,1668.0,1.0,136,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,79000
156,5,5,60.0,7200,9,9,7,2,3,12,2,2,2,5,7,57,0,3,1,13,14,2,0.0,3,5,0.0,0.0,0.0,0.0,1,3,1,1,1040,0,0,1040,0.0,0.0,1,0,2,1,5,6,0,5,42,2.0,625.0,2,0,0,0,0,0,0,4,1,0,8,0,8,6,1040.0,1.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,109500
157,10,5,92.0,12003,9,9,7,4,3,23,2,2,5,8,5,116,60,5,1,12,13,1,84.0,3,6,0.0,0.0,774.0,774.0,1,5,1,4,774,1194,0,1968,0.0,0.0,2,1,4,1,8,6,1,3,101,3.0,680.0,2,0,75,0,0,0,0,4,1,0,7,4,6,1,2742.0,2.5,75,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,269500
158,10,1,100.0,12552,9,9,7,4,3,21,2,2,5,7,5,111,55,5,1,12,13,2,0.0,3,6,222.0,0.0,769.0,991.0,1,5,1,4,991,956,0,1947,0.0,0.0,2,1,3,1,8,6,1,1,96,2.0,678.0,2,0,136,0,0,0,0,1,1,0,7,4,8,6,2938.0,2.5,136,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,254900
159,10,5,134.0,19378,9,7,5,4,3,8,2,2,5,7,5,112,56,5,1,12,13,1,456.0,3,6,57.0,0.0,1335.0,1392.0,1,5,1,4,1392,1070,0,2462,1.0,0.0,2,1,4,1,9,6,1,1,98,2.0,576.0,2,239,132,0,168,0,0,4,1,0,5,0,6,1,3854.0,3.5,539,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,320000
160,5,5,0.0,11120,9,7,7,5,3,24,2,2,2,6,6,91,34,5,1,9,10,2,0.0,3,6,660.0,0.0,572.0,1232.0,1,3,1,4,1232,0,0,1232,0.0,0.0,2,0,3,1,6,6,0,1,76,2.0,516.0,2,0,0,0,0,0,0,4,1,0,8,2,8,6,2464.0,2.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,162500
161,10,5,110.0,13688,9,7,7,2,3,16,2,2,5,9,5,110,54,5,1,12,13,1,664.0,3,6,1016.0,0.0,556.0,1572.0,1,5,1,4,1572,1096,0,2668,1.0,0.0,2,1,3,1,10,6,2,3,95,3.0,726.0,2,400,0,0,0,0,0,4,1,0,5,2,8,6,4240.0,3.5,400,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,412500
162,5,5,95.0,12182,9,9,7,4,3,16,2,2,2,7,5,112,55,5,1,12,13,1,226.0,3,6,1201.0,0.0,340.0,1541.0,1,5,1,4,1541,0,0,1541,0.0,0.0,2,0,3,1,7,6,1,1,97,2.0,532.0,2,0,70,0,0,0,0,4,1,0,7,4,6,1,3082.0,2.0,70,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,220000
163,8,5,55.0,5500,9,9,7,2,3,17,2,2,1,4,6,63,6,5,1,8,8,2,0.0,3,5,0.0,0.0,882.0,882.0,1,5,1,4,882,0,0,882,0.0,0.0,1,0,1,1,4,6,0,6,0,0.0,0.0,2,0,0,0,0,0,0,2,1,0,6,1,8,6,1764.0,1.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,103200
164,7,8,40.0,5400,9,9,7,4,3,17,2,2,2,6,7,36,54,5,1,8,8,2,0.0,4,4,370.0,0.0,779.0,1149.0,1,4,1,0,1149,467,0,1616,0.0,0.0,2,0,3,1,5,6,0,5,19,1.0,216.0,2,0,0,183,0,0,0,4,1,0,1,1,8,6,2765.0,2.0,183,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,152000
165,4,5,62.0,10106,9,9,7,2,3,7,2,2,0,5,7,49,49,5,1,13,14,2,0.0,4,4,351.0,181.0,112.0,644.0,1,4,1,4,808,547,0,1355,1.0,0.0,2,0,4,2,6,6,0,6,0,0.0,0.0,2,140,0,0,0,0,0,4,1,0,11,2,8,6,1999.0,3.0,140,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,127500
166,5,5,0.0,10708,9,7,7,2,3,4,2,2,2,5,5,62,43,3,1,13,14,2,0.0,3,5,379.0,768.0,470.0,1617.0,1,5,1,0,1867,0,0,1867,1.0,0.0,1,0,2,1,7,6,3,1,47,1.0,303.0,2,476,0,0,0,142,0,1,1,0,2,3,0,6,3484.0,2.0,618,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,190000
167,10,5,86.0,10562,9,9,7,2,3,16,2,2,5,8,5,114,57,5,1,12,13,3,300.0,3,6,1288.0,0.0,294.0,1582.0,1,5,1,4,1610,551,0,2161,1.0,0.0,1,1,3,1,8,6,1,1,99,3.0,789.0,2,178,120,0,0,0,0,4,1,0,2,1,6,1,3743.0,2.5,298,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,325624
168,10,5,62.0,8244,9,7,7,2,3,8,2,2,5,7,5,111,54,5,1,12,13,2,0.0,3,6,0.0,0.0,840.0,840.0,1,5,1,4,840,880,0,1720,0.0,0.0,2,1,3,1,7,6,1,1,96,2.0,440.0,2,100,48,0,0,0,0,4,1,0,7,1,8,6,2560.0,2.5,148,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,183500
169,5,5,0.0,16669,9,7,7,4,3,23,2,2,2,8,6,88,31,3,6,9,10,1,653.0,3,5,0.0,0.0,1686.0,1686.0,1,3,1,4,1707,0,0,1707,0.0,0.0,2,1,2,1,6,6,1,1,73,2.0,511.0,2,574,64,0,0,0,0,4,1,0,0,0,8,6,3393.0,2.5,638,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,228000
170,9,8,0.0,12358,9,7,7,2,3,17,1,2,0,5,6,50,0,5,1,8,8,2,0.0,3,5,360.0,0.0,360.0,720.0,1,3,1,4,854,0,528,1382,0.0,0.0,1,1,2,1,7,6,0,5,83,2.0,660.0,2,237,0,0,0,0,0,4,1,0,7,1,8,6,1574.0,1.5,237,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,128500
171,5,5,141.0,31770,9,7,7,4,3,12,2,2,2,6,5,67,10,3,1,3,10,3,112.0,3,5,639.0,0.0,441.0,1080.0,1,2,1,4,1656,0,0,1656,1.0,0.0,1,0,3,1,7,6,2,1,52,2.0,528.0,1,210,62,0,0,0,0,4,1,0,7,4,8,6,2736.0,2.0,272,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,215000
