,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Total_SF,Total_Bathrooms,Total_porch_sf
233,5,5.0,75.0,10650,9.0,0.0,9.0,7.0,9.0,4.0,3.0,5,2,2,2.0,2,5,6,83,26,5.0,1,6,6,2,0.0,3.0,3.0,5.0,3.0,4.0,3.0,2.0,182.0,5.0,712.0,0.0,6.796823718274855,1,3.0,1,4,6.796823718274855,0,0,6.796823718274855,1.0,0.0,1,0,3,1,3.0,5,6,0,0.0,1,68,1.0,1.0,308.0,3.0,3.0,2,5.902633333401366,0.0,0,0,0,0,0.0,2,1,0,4,4,8,6.0,7.489412083508719,2.0,365
234,10,5.0,0.0,7851,9.0,0.0,9.0,7.0,9.0,2.0,3.0,8,2,2,2.0,5,6,5,109,52,5.0,1,12,13,2,0.0,4.0,3.0,6.0,4.0,3.0,1.0,6.0,625.0,1.0,0.0,235.0,6.7580945044277305,1,5.0,1,4,6.7580945044277305,1100,0,7.581209826196346,1.0,0.0,2,1,4,1,4.0,8,6,2,3.0,3,94,3.0,2.0,440.0,3.0,3.0,2,5.666426688112432,3.8918202981106265,0,0,0,0,0.0,4,1,0,7,4,8,6.0,7.944846711001996,3.5,336
235,2,8.0,21.0,1680,9.0,0.0,9.0,7.0,9.0,2.0,3.0,2,2,2,7.0,5,6,3,78,21,5.0,1,6,6,1,6.405228458030842,3.0,3.0,5.0,3.0,3.0,1.0,5.0,358.0,1.0,0.0,125.0,6.182084906716632,1,3.0,1,4,6.182084906716632,504,0,6.895682697747868,0.0,0.0,1,1,2,1,3.0,5,6,0,0.0,5,63,1.0,1.0,264.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,4,1,0,10,2,8,6.0,7.293697720601438,1.5,0
236,5,5.0,65.0,8773,9.0,0.0,9.0,7.0,9.0,7.0,3.0,5,2,2,2.0,2,7,5,111,54,5.0,1,12,13,1,4.59511985013459,4.0,3.0,6.0,4.0,3.0,3.0,6.0,24.0,1.0,0.0,1390.0,7.254884810077338,1,5.0,1,4,7.254884810077338,0,0,7.254884810077338,0.0,0.0,2,0,3,1,4.0,6,6,0,0.0,1,96,2.0,2.0,494.0,3.0,3.0,2,4.890349128221754,4.663439094112067,0,0,0,0,0.0,4,1,0,7,4,8,6.0,7.947678571301568,2.0,237
237,10,5.0,0.0,9453,9.0,0.0,7.0,7.0,9.0,5.0,3.0,20,7,2,2.0,5,7,7,100,53,5.0,1,6,6,2,0.0,4.0,3.0,6.0,4.0,3.0,1.0,4.0,402.0,1.0,0.0,594.0,6.904750769961838,1,5.0,1,4,6.922643891475888,730,0,7.4645098346365275,0.0,0.0,2,1,3,1,4.0,7,6,0,0.0,1,85,2.0,2.0,457.0,3.0,3.0,2,5.916202062607435,4.2626798770413155,0,238,0,0,0.0,4,1,0,4,4,8,6.0,7.916078096302786,2.5,678
238,5,5.0,93.0,12030,9.0,0.0,9.0,7.0,9.0,2.0,3.0,16,2,2,2.0,2,8,5,114,57,3.0,1,12,13,1,5.541263545158426,5.0,3.0,6.0,5.0,3.0,1.0,1.0,0.0,1.0,0.0,1694.0,7.43543801981455,1,5.0,1,4,7.43543801981455,0,0,7.43543801981455,0.0,0.0,2,0,3,1,4.0,7,6,0,0.0,1,99,3.0,3.0,818.0,3.0,3.0,2,5.1298987149230735,5.43372200355424,0,0,0,0,0.0,4,1,0,3,1,6,1.0,8.128290171607052,2.0,396
239,9,5.0,52.0,8741,9.0,0.0,9.0,7.0,9.0,2.0,3.0,7,2,2,2.0,0,6,4,52,0,5.0,1,12,13,2,0.0,3.0,3.0,5.0,3.0,2.0,1.0,2.0,94.0,1.0,0.0,641.0,6.601230118728877,1,3.0,1,0,6.683360945766275,689,0,7.305188215393037,0.0,0.0,1,1,3,1,3.0,7,6,1,4.0,5,41,1.0,1.0,220.0,3.0,3.0,2,0.0,4.948759890378168,0,0,0,0,0.0,2,1,0,6,4,8,6.0,7.706612913964197,1.5,140
240,5,1.0,75.0,9000,9.0,0.0,9.0,7.0,9.0,2.0,3.0,21,2,2,2.0,2,8,5,115,58,5.0,1,12,13,3,3.6109179126442243,4.0,3.0,6.0,4.0,3.0,3.0,6.0,1078.0,1.0,0.0,488.0,7.356918242356021,1,5.0,1,4,7.356918242356021,0,0,7.356918242356021,1.0,0.0,2,0,3,1,4.0,7,6,0,0.0,1,100,2.0,2.0,750.0,3.0,3.0,2,4.976733742420574,5.1298987149230735,0,0,0,0,0.0,4,1,0,6,4,8,6.0,8.049746290952191,3.0,312
241,6,8.0,40.0,3880,9.0,0.0,9.0,7.0,9.0,2.0,3.0,17,2,2,2.0,2,5,9,52,47,5.0,1,12,13,2,0.0,3.0,4.0,5.0,3.0,3.0,1.0,5.0,329.0,1.0,0.0,357.0,6.532334292222349,1,4.0,1,4,6.7650389767805414,0,0,6.7650389767805414,0.0,0.0,1,0,2,1,4.0,4,6,0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,2,4.07753744390572,3.7612001156935624,0,0,0,0,0.0,4,1,0,10,1,8,6.0,7.347943823148687,1.0,100
242,9,8.0,63.0,5000,9.0,0.0,9.0,7.0,9.0,4.0,3.0,17,2,2,2.0,0,5,4,12,0,5.0,1,13,14,2,0.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,540.0,6.293419278846481,1,4.0,0,0,6.7912214627261855,551,0,7.273092595999522,0.0,0.0,1,0,3,1,3.0,6,6,0,0.0,1,33,1.0,1.0,352.0,2.0,3.0,2,0.0,0.0,77,0,0,0,0.0,4,1,0,6,0,8,6.0,7.591357046698551,1.0,77
243,2,5.0,75.0,10762,9.0,0.0,9.0,7.0,9.0,4.0,3.0,20,2,2,7.0,5,6,6,87,30,5.0,1,9,10,2,0.0,3.0,3.0,5.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,626.0,6.440946540632921,1,3.0,1,4,6.440946540632921,591,0,7.1049654482698426,0.0,0.0,1,1,3,1,3.0,6,6,1,3.0,1,72,2.0,1.0,288.0,3.0,3.0,2,0.0,3.367295829986474,0,0,0,0,0.0,4,1,0,6,3,8,6.0,7.519692404116539,1.5,28
244,10,5.0,0.0,8880,9.0,0.0,7.0,7.0,9.0,2.0,3.0,20,2,2,2.0,5,7,5,101,52,5.0,1,12,13,2,0.0,4.0,3.0,6.0,4.0,3.0,1.0,6.0,695.0,1.0,0.0,253.0,6.855408798609928,1,5.0,1,4,7.109062135687172,888,0,7.65491704784832,1.0,0.0,2,1,3,1,4.0,8,6,2,2.0,1,86,2.0,2.0,463.0,3.0,3.0,2,0.0,4.875197323201151,0,0,0,0,0.0,4,1,0,7,4,8,6.0,8.025843344150903,3.5,130
245,5,5.0,80.0,10400,9.0,0.0,9.0,7.0,9.0,2.0,3.0,14,2,2,2.0,2,7,5,95,38,5.0,1,13,14,1,4.634728988229636,3.0,3.0,5.0,4.0,3.0,3.0,6.0,929.0,1.0,0.0,916.0,7.520776415062797,1,4.0,1,4,7.5352967024440884,0,0,7.5352967024440884,0.0,1.0,2,0,3,1,3.0,6,6,1,3.0,1,80,3.0,2.0,604.0,3.0,3.0,2,5.288267030694535,3.6888794541139363,0,0,0,0,0.0,4,1,0,8,0,8,6.0,8.220941168281389,2.5,236
246,4,8.0,69.0,9142,9.0,3.0,9.0,7.0,9.0,2.0,3.0,17,2,2,4.0,5,6,8,20,0,5.0,1,0,0,2,0.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,1020.0,6.928537818164665,1,4.0,0,2,6.812345094177479,1020,0,7.564757012905729,0.0,0.0,2,0,4,2,2.0,9,6,0,0.0,5,6,1.0,1.0,440.0,1.0,1.0,2,0.0,4.110873864173311,112,0,0,0,0.0,4,1,0,6,0,8,6.0,7.989221408815276,2.0,172
247,5,5.0,75.0,11310,9.0,0.0,9.0,7.0,9.0,2.0,3.0,12,2,2,2.0,2,6,5,61,4,3.0,1,13,3,2,0.0,3.0,3.0,5.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1367.0,7.221105098182496,1,5.0,1,4,7.226936018493289,0,0,7.226936018493289,0.0,0.0,1,0,2,1,3.0,5,6,1,3.0,1,46,1.0,2.0,451.0,3.0,3.0,2,0.0,3.4339872044851463,0,0,0,0,0.0,4,1,0,8,0,8,6.0,7.916807490937603,1.0,30
248,10,5.0,72.0,11317,9.0,0.0,9.0,7.0,9.0,2.0,3.0,5,2,2,2.0,5,7,5,110,53,5.0,1,12,13,1,4.624972813284271,4.0,3.0,6.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,840.0,6.734591659972948,1,5.0,1,4,6.734591659972948,828,0,7.419979923661835,0.0,0.0,2,1,3,1,4.0,8,6,0,0.0,1,95,2.0,2.0,500.0,3.0,3.0,2,4.976733742420574,4.23410650459726,0,0,0,0,0.0,4,1,0,11,1,8,6.0,7.827639546366422,2.5,212
249,9,5.0,0.0,159000,9.0,0.0,5.0,2.0,9.0,5.0,1.0,4,2,2,2.0,0,6,7,65,56,5.0,1,13,6,0,6.159095388491933,4.0,3.0,5.0,4.0,3.0,5.0,3.0,697.0,1.0,0.0,747.0,7.275864600546533,1,4.0,1,4,7.275864600546533,700,0,7.6708948313621175,0.0,1.0,2,0,4,1,4.0,7,6,2,3.0,1,50,3.0,2.0,389.0,3.0,3.0,2,0.0,4.59511985013459,0,0,0,0,0.0,4,3,500,8,1,8,6.0,8.185628891147607,2.5,98
250,6,5.0,55.0,5350,9.0,0.0,7.0,7.0,9.0,2.0,3.0,3,2,2,2.0,2,3,2,49,16,5.0,1,13,10,2,0.0,3.0,1.0,5.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,728.0,6.591673732008658,1,5.0,1,4,7.175489713624222,0,0,7.175489713624222,0.0,0.0,1,0,3,1,2.0,6,4,0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,2,5.575949103146316,0.0,0,0,0,0,0.0,1,3,450,7,4,8,6.0,7.618251097876695,1.0,263
251,0,8.0,44.0,4750,9.0,0.0,7.0,5.0,9.0,2.0,2.0,6,2,2,7.0,2,8,5,113,57,3.0,1,12,13,3,6.1779441140506,4.0,3.0,6.0,4.0,3.0,5.0,6.0,1573.0,1.0,0.0,0.0,7.3613754289773485,1,5.0,1,4,7.3938782901077555,0,0,7.3938782901077555,1.0,1.0,2,0,2,1,4.0,5,6,1,4.0,1,98,3.0,2.0,538.0,3.0,3.0,2,4.820281565605037,0.0,0,0,153,0,0.0,4,1,0,3,1,8,2.0,8.070593539949519,3.5,276
252,10,5.0,65.0,8366,9.0,0.0,7.0,7.0,9.0,2.0,3.0,20,2,2,2.0,5,6,5,111,54,5.0,1,12,13,2,0.0,4.0,3.0,6.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,798.0,6.683360945766275,1,5.0,1,4,6.683360945766275,842,0,7.403061091090091,0.0,0.0,2,1,3,1,4.0,6,6,0,0.0,1,96,2.0,2.0,520.0,3.0,3.0,2,4.9344739331306915,3.828641396489095,0,0,0,0,0.0,4,1,0,3,2,8,6.0,7.79934339821592,2.5,183
253,13,5.0,85.0,9350,9.0,0.0,9.0,7.0,9.0,2.0,3.0,12,2,2,2.0,7,6,7,71,41,3.0,1,6,6,1,4.6913478822291435,3.0,3.0,5.0,4.0,3.0,5.0,2.0,270.0,5.0,580.0,452.0,7.172424577124845,1,5.0,1,4,7.172424577124845,0,0,7.172424577124845,0.0,1.0,2,0,3,1,4.0,7,2,0,0.0,1,56,2.0,1.0,309.0,3.0,3.0,2,5.811140992976701,0.0,0,0,0,0,0.0,2,1,0,1,1,1,6.0,7.865187954187467,2.5,333
254,5,5.0,70.0,8400,9.0,0.0,9.0,7.0,9.0,2.0,3.0,12,2,2,2.0,2,5,6,64,7,5.0,1,8,8,2,0.0,3.0,4.0,5.0,3.0,3.0,1.0,3.0,922.0,1.0,0.0,392.0,7.181591944611865,1,3.0,1,4,7.181591944611865,0,0,7.181591944611865,1.0,0.0,1,0,3,1,3.0,5,6,0,0.0,1,49,2.0,1.0,294.0,3.0,3.0,2,5.5254529391317835,0.0,0,0,0,0,0.0,4,1,0,8,4,8,6.0,7.874358824729881,2.0,250
255,10,5.0,66.0,8738,9.0,0.0,7.0,7.0,9.0,2.0,3.0,8,2,2,2.0,5,7,5,106,49,5.0,1,12,13,1,5.713732805509369,4.0,3.0,6.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,975.0,6.883462586413092,1,5.0,1,4,6.913737350659685,1286,0,7.73718007783463,0.0,0.0,2,1,4,1,4.0,8,6,1,3.0,3,91,3.0,2.0,429.0,3.0,3.0,2,5.262690188904886,0.0,0,0,0,0,0.0,4,1,0,4,0,8,6.0,8.09162741160107,2.5,192
256,10,1.0,64.0,8791,9.0,0.0,7.0,7.0,9.0,2.0,3.0,21,2,2,2.0,5,6,5,110,53,5.0,1,12,13,2,0.0,4.0,3.0,6.0,4.0,3.0,1.0,3.0,503.0,1.0,0.0,361.0,6.762729506931879,1,5.0,1,4,6.762729506931879,864,0,7.455298485683291,0.0,0.0,2,1,3,1,4.0,7,6,0,0.0,1,95,2.0,2.0,673.0,3.0,3.0,2,5.37989735354046,4.04305126783455,0,0,0,0,0.0,4,1,0,7,2,8,6.0,7.860570785538664,2.5,272
257,5,5.0,68.0,8814,9.0,0.0,9.0,7.0,9.0,2.0,3.0,5,2,2,2.0,2,7,5,113,56,5.0,1,12,13,3,5.198497031265826,4.0,3.0,6.0,4.0,3.0,1.0,6.0,1334.0,1.0,0.0,270.0,7.380879035564116,1,5.0,1,4,7.380879035564116,0,0,7.380879035564116,1.0,0.0,2,1,3,1,4.0,8,6,1,4.0,1,98,2.0,2.0,660.0,3.0,3.0,2,4.820281565605037,4.709530201312334,0,0,0,0,0.0,4,1,0,5,3,8,5.0,8.073714641109857,3.5,233
258,10,5.0,80.0,12435,9.0,0.0,9.0,7.0,9.0,2.0,3.0,5,2,2,2.0,5,7,5,108,51,5.0,1,12,13,1,5.153291594497779,4.0,3.0,6.0,4.0,3.0,1.0,6.0,361.0,1.0,0.0,602.0,6.871091294610546,1,5.0,1,4,6.871091294610546,829,0,7.491645473605133,0.0,0.0,2,1,3,1,4.0,7,6,1,3.0,1,93,2.0,2.0,564.0,3.0,3.0,2,0.0,4.574710978503383,0,245,0,0,0.0,4,1,0,7,2,8,6.0,7.9215356321335495,2.5,341
259,5,8.0,70.0,12702,9.0,0.0,9.0,7.0,9.0,2.0,3.0,17,2,2,2.0,2,5,5,63,6,5.0,1,3,3,2,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,1,0,6.78332520060396,0,0,6.78332520060396,0.0,0.0,1,0,2,1,3.0,4,6,0,0.0,5,48,1.0,1.0,308.0,3.0,3.0,2,0.0,3.828641396489095,0,0,0,0,0.0,4,1,0,3,2,8,6.0,6.78332520060396,1.0,45
260,13,5.0,120.0,19296,9.0,0.0,9.0,7.0,9.0,4.0,3.0,12,0,2,2.0,7,6,5,69,12,5.0,1,13,14,1,5.991464547107982,3.0,3.0,5.0,3.0,3.0,5.0,3.0,672.0,5.0,690.0,0.0,7.217443431696533,1,3.0,1,4,7.232010331664759,0,0,7.232010331664759,1.0,0.0,1,0,3,1,3.0,6,6,1,3.0,1,83,1.0,2.0,884.0,3.0,3.0,2,0.0,0.0,252,0,0,0,0.0,1,1,0,7,3,8,6.0,7.917536353943631,2.0,252
261,10,5.0,69.0,9588,9.0,0.0,7.0,7.0,9.0,2.0,3.0,5,2,2,2.0,5,8,5,114,57,5.0,1,5,5,3,5.602118820879701,4.0,3.0,6.0,5.0,3.0,1.0,1.0,0.0,1.0,0.0,1482.0,7.301822342137932,1,5.0,1,4,7.301822342137932,1092,0,7.853604813097837,0.0,0.0,2,1,3,1,5.0,10,6,1,4.0,3,99,3.0,3.0,868.0,3.0,3.0,2,0.0,5.003946305945459,0,0,0,0,0.0,4,1,0,2,1,6,1.0,8.308199063206446,2.5,148
262,13,5.0,88.0,8471,9.0,0.0,7.0,7.0,9.0,4.0,3.0,19,2,2,2.0,7,6,7,84,45,5.0,1,6,10,1,3.8501476017100584,3.0,3.0,5.0,4.0,4.0,3.0,5.0,506.0,1.0,0.0,0.0,6.2285110035911835,1,3.0,1,4,7.10085190894405,0,0,7.10085190894405,1.0,0.0,1,0,3,1,3.0,6,6,1,3.0,1,70,1.0,2.0,492.0,3.0,3.0,2,5.680172609017068,2.5649493574615367,0,0,0,0,0.0,1,1,0,9,0,8,6.0,7.449498005382849,2.0,304
263,9,8.0,50.0,5500,9.0,0.0,9.0,7.0,9.0,4.0,3.0,17,2,2,2.0,0,5,7,39,51,5.0,1,13,14,2,0.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,234.0,5.0,692.0,0.0,6.831953565565855,1,3.0,1,4,6.831953565565855,0,390,7.183111701743281,1.0,0.0,1,0,3,1,3.0,6,6,0,0.0,5,66,1.0,2.0,484.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,4,1,0,6,4,8,6.0,7.52456122628536,2.0,0
264,6,8.0,30.0,5232,9.0,3.0,2.0,6.0,9.0,2.0,3.0,17,0,2,2.0,2,5,5,35,54,5.0,1,13,14,2,0.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,680.0,6.523562306149512,1,4.0,0,2,6.639875833826536,0,0,6.639875833826536,0.0,0.0,1,0,2,1,3.0,4,6,0,0.0,5,57,1.0,2.0,504.0,3.0,3.0,0,0.0,0.0,0,0,0,0,0.0,4,1,0,8,2,8,6.0,7.275864600546533,1.0,0
265,5,5.0,78.0,12090,9.0,0.0,7.0,7.0,9.0,2.0,3.0,14,2,2,2.0,2,6,6,88,31,5.0,1,8,8,1,5.351858133476067,3.0,4.0,5.0,4.0,3.0,1.0,6.0,588.0,2.0,228.0,606.0,7.260522598089852,1,3.0,1,4,7.260522598089852,0,0,7.260522598089852,0.0,0.0,2,0,3,1,4.0,7,6,1,3.0,1,73,3.0,2.0,576.0,3.0,3.0,2,5.6240175061873385,0.0,0,0,0,0,0.0,0,1,0,8,2,8,6.0,7.953318346560431,2.0,276
266,10,5.0,70.0,11207,9.0,0.0,7.0,5.0,9.0,7.0,3.0,8,2,2,2.0,5,6,5,104,47,5.0,1,12,13,2,0.0,3.0,3.0,6.0,4.0,3.0,3.0,6.0,714.0,1.0,0.0,88.0,6.688354713946762,1,4.0,1,4,6.688354713946762,709,0,7.321188556739478,1.0,0.0,2,1,3,1,3.0,8,6,1,3.0,1,89,3.0,2.0,413.0,3.0,3.0,2,4.564348191467836,4.330733340286331,0,0,0,0,0.0,4,1,0,8,0,8,6.0,7.746732907753622,3.5,170
267,12,5.0,60.0,8400,9.0,0.0,9.0,6.0,9.0,2.0,2.0,18,2,2,2.0,3,5,8,48,47,5.0,1,13,14,2,0.0,3.0,3.0,6.0,3.0,3.0,1.0,2.0,378.0,1.0,0.0,342.0,6.580639137284949,1,5.0,1,4,6.959398512133975,720,420,7.693025748417888,0.0,0.0,2,1,4,1,4.0,8,6,1,4.0,5,32,1.0,1.0,240.0,3.0,3.0,2,5.572154032177765,3.2188758248682006,0,0,0,0,0.0,4,1,0,9,2,8,6.0,7.821242083523558,2.5,286
268,6,8.0,71.0,6900,9.0,0.0,9.0,7.0,9.0,2.0,3.0,9,2,2,2.0,2,5,6,49,5,5.0,1,12,13,2,0.0,3.0,3.0,5.0,3.0,3.0,1.0,5.0,403.0,3.0,125.0,212.0,6.608000625296087,1,5.0,1,4,6.658011045870748,0,0,6.658011045870748,0.0,0.0,1,0,2,1,3.0,4,6,1,4.0,5,58,3.0,1.0,924.0,5.0,5.0,2,0.0,3.258096538021482,0,0,0,0,0.0,4,1,0,4,2,8,6.0,7.325807502595773,1.0,25
269,5,5.0,0.0,7917,9.0,0.0,7.0,7.0,9.0,4.0,3.0,7,2,2,2.0,2,6,7,83,26,3.0,1,6,6,1,5.1647859739235145,3.0,4.0,5.0,3.0,4.0,1.0,4.0,751.0,1.0,0.0,392.0,7.042286171939743,1,3.0,1,4,7.01571242048723,0,0,7.01571242048723,1.0,0.0,1,1,3,1,3.0,6,6,1,2.0,1,79,2.0,1.0,504.0,3.0,4.0,2,5.916202062607435,3.4339872044851463,0,0,0,0,0.0,0,1,0,7,1,8,6.0,7.721791776817535,2.5,400
270,10,1.0,84.0,10728,9.0,0.0,9.0,7.0,9.0,2.0,3.0,21,2,2,2.0,5,8,5,113,56,5.0,1,12,13,2,0.0,4.0,3.0,6.0,4.0,3.0,2.0,1.0,0.0,1.0,0.0,1095.0,6.999422467507961,1,4.0,1,4,6.999422467507961,844,0,7.570443252057374,0.0,0.0,2,1,3,1,4.0,8,6,1,4.0,1,98,2.0,3.0,1053.0,3.0,3.0,2,5.262690188904886,3.9512437185814275,0,0,0,0,0.0,4,1,0,10,0,6,1.0,8.017966703493599,2.5,243
271,5,5.0,73.0,39104,9.0,0.0,7.0,2.0,9.0,5.0,1.0,4,2,2,2.0,2,7,7,61,55,6.0,2,9,10,2,0.0,3.0,3.0,5.0,4.0,3.0,5.0,2.0,226.0,6.0,1063.0,96.0,7.234177179749849,1,5.0,1,4,7.218176838403408,0,0,7.218176838403408,1.0,0.0,1,0,2,1,3.0,5,4,2,3.0,1,46,1.0,2.0,439.0,3.0,3.0,2,4.406719247264253,0.0,0,0,0,0,0.0,4,1,0,6,2,8,6.0,7.918992488165245,2.0,81
272,10,5.0,92.0,11764,9.0,0.0,7.0,7.0,9.0,5.0,3.0,15,2,2,2.0,5,8,7,106,57,5.0,1,12,13,1,5.855071922202427,4.0,3.0,6.0,4.0,3.0,1.0,6.0,524.0,1.0,0.0,628.0,7.050122520269059,1,5.0,1,4,7.060476365999801,1106,0,7.7279755421055585,0.0,0.0,2,1,4,1,4.0,9,6,1,4.0,1,91,3.0,3.0,671.0,3.0,3.0,2,4.890349128221754,4.060443010546419,0,0,0,0,0.0,4,1,0,6,4,8,6.0,8.138272638530186,2.5,189
273,5,5.0,80.0,9600,9.0,0.0,9.0,7.0,9.0,2.0,3.0,12,1,2,2.0,2,6,6,65,38,3.0,1,13,14,0,5.214935757608986,3.0,3.0,5.0,3.0,3.0,1.0,3.0,620.0,2.0,620.0,0.0,7.123672785204607,1,4.0,1,4,7.398174092970465,0,0,7.398174092970465,1.0,0.0,2,0,3,1,3.0,6,2,1,4.0,1,50,2.0,1.0,338.0,3.0,3.0,2,5.66988092298052,0.0,0,0,0,0,0.0,2,1,0,6,3,8,6.0,7.96311205897929,3.0,289
274,5,5.0,76.0,8314,9.0,0.0,9.0,7.0,9.0,4.0,3.0,11,2,2,2.0,2,5,7,89,32,5.0,1,6,7,2,0.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,546.0,1.0,0.0,270.0,6.705639094860003,1,3.0,1,4,6.705639094860003,0,0,6.705639094860003,0.0,0.0,1,0,2,1,3.0,5,6,0,0.0,1,74,1.0,1.0,264.0,3.0,3.0,2,5.1298987149230735,0.0,0,0,0,0,0.0,4,1,0,8,1,8,6.0,7.398174092970465,1.0,168
275,9,5.0,55.0,7264,9.0,0.0,9.0,7.0,9.0,2.0,3.0,3,2,2,2.0,0,7,7,35,57,5.0,1,13,14,2,0.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,952.0,6.859614903654202,2,4.0,0,4,6.859614903654202,596,0,7.3453648404168685,0.0,0.0,2,1,3,1,5.0,5,6,0,0.0,5,70,1.0,2.0,672.0,3.0,3.0,2,4.31748811353631,0.0,0,0,144,0,0.0,4,1,0,1,3,8,6.0,7.824445930877619,2.5,218
276,5,5.0,129.0,9196,9.0,0.0,7.0,7.0,9.0,2.0,3.0,11,2,2,2.0,2,7,5,110,53,5.0,1,12,13,2,0.0,4.0,3.0,6.0,5.0,3.0,1.0,1.0,0.0,1.0,0.0,1560.0,7.353081920515432,1,5.0,1,4,7.353081920515432,0,0,7.353081920515432,0.0,0.0,2,0,3,1,4.0,7,6,0,0.0,1,95,3.0,2.0,573.0,3.0,3.0,2,4.61512051684126,5.017279836814924,0,0,0,0,0.0,4,1,0,6,4,8,6.0,8.045908742270779,2.0,250
277,5,5.0,140.0,19138,9.0,0.0,9.0,7.0,9.0,4.0,3.0,8,2,2,2.0,2,4,5,58,1,5.0,1,12,13,2,0.0,3.0,3.0,5.0,3.0,3.0,1.0,2.0,120.0,1.0,0.0,744.0,6.762729506931879,1,5.0,1,4,6.762729506931879,0,0,6.762729506931879,0.0,0.0,1,0,2,1,3.0,4,6,0,0.0,5,43,1.0,2.0,400.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,4,1,0,8,4,8,6.0,7.455298485683291,1.0,0
278,5,5.0,107.0,14450,9.0,0.0,9.0,7.0,9.0,2.0,3.0,16,2,2,2.0,2,9,5,113,57,5.0,1,5,5,1,5.755742213586912,5.0,3.0,6.0,5.0,3.0,5.0,1.0,0.0,1.0,0.0,2121.0,7.660114319173928,1,5.0,1,4,7.660114319173928,0,0,7.660114319173928,0.0,0.0,2,1,3,1,5.0,8,6,1,5.0,1,99,3.0,3.0,732.0,3.0,3.0,2,4.8283137373023015,4.59511985013459,0,0,142,0,0.0,4,1,0,7,1,6,1.0,8.353025845202325,2.5,364
279,10,5.0,83.0,10005,9.0,0.0,9.0,7.0,9.0,2.0,3.0,4,2,2,2.0,5,7,5,84,27,3.0,1,9,10,1,5.703782474656201,3.0,3.0,5.0,4.0,3.0,1.0,4.0,392.0,1.0,0.0,768.0,7.057036981697891,1,5.0,1,4,7.053585727193677,866,0,7.612336837167746,0.0,0.0,2,1,4,1,3.0,8,6,1,3.0,1,69,3.0,2.0,505.0,3.0,3.0,2,5.666426688112432,4.770684624465665,0,0,0,0,0.0,4,1,0,5,2,8,6.0,8.065579427282092,2.5,405
280,10,5.0,82.0,11287,9.0,0.0,9.0,7.0,9.0,2.0,3.0,20,2,2,2.0,5,7,6,96,39,5.0,1,9,10,1,5.831882477283517,4.0,3.0,5.0,4.0,3.0,3.0,6.0,421.0,1.0,0.0,386.0,6.694562058521095,1,4.0,1,4,7.069874128458572,807,0,7.592366128519796,0.0,0.0,2,1,3,1,4.0,7,6,1,3.0,1,81,3.0,2.0,575.0,3.0,3.0,2,0.0,4.442651256490317,0,196,0,0,0.0,4,1,0,0,1,8,6.0,7.933796874815411,2.5,280
